seed,n_samples,cor,model,r2_mean,r2_std,imp_V0,imp_std_V0,tr_V0,imp_V1,imp_std_V1,tr_V1
0,100,0.0,lr,-0.004570752400081424,0.07101102471114265,0.33006465249336114,0.19664267179472428,1,0.0215109400551338,0.021750976219484068,0
0,100,0.0,lasso,-0.04767577605650959,0.046253851022109736,0.0,0.0,1,0.0,0.0,0
0,100,0.0,dt,0.19787205369774266,0.23021961611073816,4.0901611125093735,1.039721784110966,1,-0.23302494130791684,0.3444958012795636,0
0,100,0.0,rf,0.47267945026581615,0.14930755269702015,3.6524573105181424,0.7460305043829778,1,-0.11272487828941502,0.1867991360377972,0
0,100,0.0,et,0.4407856108741002,0.14709609423250658,3.631753350144355,0.8967005626469202,1,-0.10146009497807869,0.19323192173847084,0
0,100,0.0,gb,0.4411551804242347,0.11395337329304595,3.8726603687650565,0.781283945386569,1,-0.09027115825887011,0.17688641188703338,0
0,100,0.0,hgb,0.2403409696401944,0.11713285227299151,2.1327701785509294,0.42546521629595535,1,0.061687148833067806,0.13957486811273473,0
0,100,0.0,ab,0.5129882891825331,0.08379836936317875,3.5626481764617695,0.8337176884630422,1,0.0110775287307215,0.09092765587321892,0
0,100,0.0,bag,0.39957808650549376,0.13249992687397652,3.581076896689212,0.9739225959568805,1,-0.19446601746441144,0.18235457927865695,0
0,100,0.0,mlp,0.6274090426746946,0.07107512393605378,4.18104125726597,1.253604877091684,1,-0.08598108201252028,0.033662167527718986,0
0,100,0.0,svr,0.5197102988303589,0.10755578721005377,2.8345001817200988,0.6281990500044071,1,-0.035709061470559314,0.11434505018398869,0
0,100,0.0,knn,0.45661882166713674,0.19167800772910376,2.6779695481298758,0.6265179043067889,1,-0.05122981822787483,0.4187301603539487,0
0,100,0.0,SuperLearner,0.577901708720797,0.14730937164996308,3.7368238902082425,1.5527924868716705,1,-0.15095462304484192,0.14552663218443504,0
0,100,0.0,TabICL,0.6099706547227655,0.05190020098964788,4.429254931761751,1.2530465738917613,1,-0.05413805639895617,0.07595016990811265,0
0,250,0.0,lr,-0.03500909493469959,0.02796370218958821,-0.044155224842632665,0.03585605152436504,1,0.010405646099150045,0.049876546102364874,0
0,250,0.0,lasso,-0.012464098873255258,0.006694159779339245,0.0,0.0,1,0.0,0.0,0
0,250,0.0,dt,0.4119205229417422,0.1451283844860566,4.2846604498036465,1.3925071165429128,1,0.1177333806632368,0.14367286324767325,0
0,250,0.0,rf,0.6402412901647536,0.06072375925052936,4.206846507112766,1.0500282851699079,1,0.011015097009044867,0.07298318802124826,0
0,250,0.0,et,0.6346159095145942,0.06756302678602859,4.384830396453456,1.1340867930016618,1,0.03618152346347485,0.0834977364323047,0
0,250,0.0,gb,0.6082425063759166,0.05808668273265848,4.12952877500844,1.19165549388301,1,-0.04727357302896143,0.04707953572570221,0
