seed,n_samples,cor,model,r2_mean,r2_std,imp_V0,imp_std_V0,tr_V0,imp_V1,imp_std_V1,tr_V1,imp_V2,imp_std_V2,tr_V2,imp_V3,imp_std_V3,tr_V3,imp_V4,imp_std_V4,tr_V4,imp_V5,imp_std_V5,tr_V5,imp_V6,imp_std_V6,tr_V6,imp_V7,imp_std_V7,tr_V7,imp_V8,imp_std_V8,tr_V8,imp_V9,imp_std_V9,tr_V9
129,100,0.9,lr,0.6001943660845146,0.11519811107586238,4.390096916801637,2.5416486392003277,1,1.764154227132737,0.9457263523704534,1,0.09177642851569837,0.2649196818634453,1,18.060696148651523,2.5744569748110897,1,8.28949609962251,1.59856085512297,1,0.02096852725660099,0.1358000682833199,0,0.14928707104333855,0.22452152657402827,0,0.04459250476448549,0.22341707885866266,0,0.002535776703355137,0.022337063688588815,0,-0.3285419275718451,0.32984359467422414,0
129,100,0.9,lasso,-0.013780439648288479,0.011153674431830692,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
129,100,0.9,dt,0.3317421216643046,0.17934369551638793,1.9829469428252868,3.5800234208400976,1,5.515456004755657,3.4868862820545656,1,1.0556644077175332,1.2324951141946445,1,15.758367443779246,4.883225825968805,1,3.3770630623838764,3.788115433444431,1,-0.4018680160998532,0.39337898547357164,0,-0.00503482644144464,1.5123733842375027,0,0.10516683478404894,0.3413994883416348,0,0.11007586283809587,0.9425337675781774,0,-0.0025119006319074544,0.93507667761095,0
129,100,0.9,rf,0.5899927344820162,0.07634503934330082,1.770069958349153,0.8699865169269251,1,3.230027775024168,1.4523994935698445,1,0.6042467112028396,0.44676844786184083,1,15.230441910923279,2.564439524486962,1,2.5762244561112766,1.1817325366687834,1,0.016059802907283493,0.17148078060060068,0,-0.07819190204663623,0.10407776348310425,0,-0.16326065067118284,0.11935539444261466,0,0.07464942833150154,0.19936052971771986,0,-0.12172338936071729,0.2616529618120598,0
129,100,0.9,et,0.6274458582570641,0.06408280663491633,2.7190384508264156,0.7994052480412063,1,2.886468878616271,1.4142865387389765,1,0.2870406846963673,0.4399562244531941,1,16.019691142789817,1.590586853087606,1,3.1454211428190266,0.752640799065522,1,-0.10882101567706146,0.12041269081984093,0,-0.15639799062445178,0.25271553055493384,0,-0.19308598544586422,0.17014326567001148,0,0.11628302124815434,0.19755851705839775,0,-0.12330691165606308,0.17637620570083903,0
129,100,0.9,gb,0.646158564535974,0.06749911847015082,4.114635025563766,1.8885398290440538,1,3.9667751110946248,1.6327930046502854,1,0.49016553966760873,0.5405230431261915,1,16.203730169291024,2.055572363100456,1,4.152208511932779,2.0924268842763905,1,-0.05471341389424241,0.14356373595977703,0,-0.060526855449375826,0.1946403011441668,0,-0.2141995812398297,0.3201747427327266,0,-0.0029601324078672997,0.24383492983151434,0,-0.11692614412054159,0.22769380792127533,0
129,100,0.9,hgb,0.5719628561219793,0.1417261712894112,4.423251234786629,2.0725303081789437,1,3.0251618711695647,0.3997960356495223,1,0.5069985100420816,0.5262635839460537,1,14.635509717931077,0.9576746400601915,1,4.869189764779138,2.251578421143896,1,-0.20081136003536124,0.19421239069455332,0,-0.11089586741083009,0.19740145723648916,0,-0.25670252928277587,0.3559489584717847,0,-0.0029755581291848743,0.1907864873815331,0,-0.21265246226960927,0.38177143914658007,0
129,100,0.9,ab,0.6005167458762443,0.10220220776374213,2.3107981425179838,0.6673168743268412,1,2.5662937271074098,0.7958060503250426,1,0.3467510827802675,0.42121065126764096,1,14.813730422341115,2.630967840884268,1,2.81007818683475,1.2079541600642336,1,-0.08494845414325194,0.12698742209563502,0,-0.2075482519451115,0.25007977400994935,0,-0.12190743843550331,0.37471657597274804,0,-0.07366580499010653,0.15263271374320006,0,-0.1658134876630206,0.23667066813756873,0
129,100,0.9,bag,0.5686058954795473,0.07884019881202892,2.129256545026297,1.367509866161617,1,4.558836130837336,2.423198865825736,1,0.6704334598440791,0.43040591317714083,1,13.781485706507027,2.6674608558611768,1,2.331653608339554,1.3029113998322563,1,0.03815274214754932,0.26239926779408806,0,0.2341054568275645,0.21655379662657095,0,0.09926684538228238,0.34779944544664104,0,0.006507790079754326,0.34405611175863365,0,-0.20385048906628556,0.17921817724198907,0
129,100,0.9,mlp,0.5941458837758558,0.1219883269134398,3.9376560965368532,2.5250909384380402,1,2.075364783382688,0.911533281163758,1,0.5139084584382815,0.6578792261883284,1,14.745853017358176,2.0026576630506567,1,6.7402131802113585,1.414944136852192,1,-0.03675531025392128,0.10738360796141219,0,-0.15032642300188032,0.14519454364627982,0,-0.10260099710097607,0.27489605797204675,0,0.023193189908986882,0.04864219283625918,0,-0.3797361421718346,0.2619645736069944,0
