seed,n_samples,cor,model,r2_mean,r2_std,imp_V0,imp_std_V0,tr_V0,imp_V1,imp_std_V1,tr_V1,imp_V2,imp_std_V2,tr_V2,imp_V3,imp_std_V3,tr_V3,imp_V4,imp_std_V4,tr_V4,imp_V5,imp_std_V5,tr_V5,imp_V6,imp_std_V6,tr_V6,imp_V7,imp_std_V7,tr_V7,imp_V8,imp_std_V8,tr_V8,imp_V9,imp_std_V9,tr_V9
123,100,0.9,lr,0.6922779352360644,0.06277356229103245,7.105183905534799,1.109243643632807,1,5.8455703730788775,1.669482304482371,1,0.17498332487018012,0.1692993860106686,1,12.607372615362536,2.364655052660892,1,7.3728559657504675,2.0015276108076514,1,0.3050149423166487,0.14961754557287582,0,-0.008305376361816462,0.06438427853639217,0,-0.1483813879229107,0.1626202671811514,0,-0.02675173392244245,0.05631826765691443,0,-0.13079832028948962,0.2640888784814101,0
123,100,0.9,lasso,-0.10655024273917446,0.06684018448598156,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
123,100,0.9,dt,0.26749091393699775,0.3086290669012006,9.787992489905085,7.09703920673984,1,4.868567638399735,4.049666930486848,1,1.1242980425999172,2.608649409375608,1,11.632874368345238,6.868160108276117,1,3.2101881904073863,1.5450738559114865,1,0.22073886867718748,1.0108369523419751,0,-0.11112707551038617,0.8998019320522554,0,-1.1613687360893514,2.664706077134639,0,1.8550637774232999,2.0363115332831137,0,0.311469200580753,1.839727321650199,0
123,100,0.9,rf,0.6233515880482521,0.11475809441405317,6.119482069178194,1.288380573829272,1,3.281977062643621,1.375098555231842,1,0.3858948158475584,0.32501459021568746,1,10.855865604504569,1.6836966072621569,1,4.470906498800404,0.5604153076504134,1,0.07280546671908068,0.15310074202558946,0,0.08722389973426656,0.17240128832262638,0,0.10782419610534404,0.20779131991629557,0,0.2787706781283428,0.3397044622110494,0,0.08254162644730781,0.1305883733092185,0
123,100,0.9,et,0.6759529899614943,0.05888961315341752,7.166477369295324,0.8256252988584134,1,3.8867912902023583,1.264906125397082,1,0.26340309674270407,0.25443133027320014,1,10.303472564464332,1.1694316184512015,1,4.502764453541826,0.8043841914041793,1,0.13381951286056787,0.09432937540722516,0,0.05040172541489816,0.10456660820126719,0,0.10823304734670766,0.2816477606447184,0,0.26564418258962064,0.15900284445250631,0,0.0732178265292869,0.2130742070012875,0
123,100,0.9,gb,0.6888893862703938,0.10635443199121106,7.442653851528907,1.8385294169783934,1,5.211155466603065,1.8630031016325344,1,1.9023676374660443,0.9648273648647289,1,11.166638401531692,2.0526912005848605,1,4.661480863818423,1.3267530021318694,1,0.19139942258035952,0.09114783307276368,0,0.03351510160483319,0.2203647180523631,0,-0.06769196341504446,0.25927237404525844,0,0.5577546232613511,0.43435994558178387,0,0.029744140144779614,0.05502739698778625,0
123,100,0.9,hgb,0.715390852873055,0.12475828178792558,8.272286665994692,1.968631657887143,1,5.5875772006600055,1.8594770682671786,1,1.5114242167104137,0.9029648584204609,1,10.740479327429028,1.2539866905845192,1,5.81544837091698,1.030159641681811,1,0.22197587674675123,0.10819098749198369,0,0.04797046371314566,0.10109161480384088,0,-0.020110899701393826,0.2507880811532706,0,-0.022841146529297408,0.0704898703758532,0,0.10123705007858974,0.1152496555394599,0
123,100,0.9,ab,0.6159197998313786,0.10269300827655681,5.890718031756046,1.1060495098307586,1,3.1938582172012797,1.5041263640124285,1,0.29528616038990885,0.38613926434981355,1,11.766009412809854,2.1738439597250747,1,4.266508037979605,0.7518038112178027,1,0.1046965749416476,0.1651017261299281,0,-0.026779017812194172,0.24372497952582375,0,-0.021926230396154673,0.2636235662485875,0,0.37717029555574344,0.2861146129643972,0,0.32339163919642633,0.2918000287244179,0
123,100,0.9,bag,0.6054067236852243,0.11237556869592545,5.790472642627103,1.9502104054478906,1,3.8029635376656707,1.7816890694492844,1,0.40898025878177136,0.7497410403002264,1,11.6168511239938,1.0774759220235839,1,4.506667803690596,1.2189004060050117,1,0.3010555802308605,0.2588064044904215,0,-0.04257009185798377,0.6731266090387925,0,0.1204466075927108,0.24809116442469878,0,0.44738895378097904,0.7567477263480982,0,0.07333578562706178,0.25060388608570533,0
123,100,0.9,mlp,0.6862318994213352,0.07900281179985394,7.194864758948642,1.2498960938053671,1,5.560369585187087,1.6599134108433884,1,-0.06026527265686059,0.08624621580458755,1,11.353594176336156,2.22124619850024,1,6.744913221818915,1.8317965545976105,1,0.2605338497771948,0.15620728479796925,0,-0.03845137934302732,0.03275600734277931,0,-0.25165796995455075,0.2837095046974986,0,-0.05801640812652527,0.11074062090499724,0,-0.15766096123256595,0.33191052098039386,0
123,100,0.9,svr,0.3840996328252363,0.10212508706311647,4.235632366012266,0.628893502261813,1,1.783695014249874,0.45559972349238986,1,-0.028194706640946997,0.40886117177342357,1,3.907643840741332,0.5720924654140638,1,3.2397823402576704,1.275434720503985,1,0.20952837363762242,0.37799607205941,0,0.16025124375632635,0.24981393430844323,0,0.02669464126312284,0.3350190851763372,0,-0.432331085481072,0.2559468721938918,0,-0.05744718807025627,0.43888157939503714,0
123,100,0.9,knn,0.5071113773785773,0.16157998777411822,7.2444432641380105,1.2241302788250397,1,3.584327097120417,1.0018076984776083,1,-0.6640093355434336,1.4734860116174489,1,6.377170388439039,1.4877423249846298,1,3.809678125229714,2.088059047753884,1,0.6020437081895922,0.7426544029849527,0,-0.20640791718545742,1.8980667368963031,0,0.18395054621638907,0.7835400726715487,0,0.14647505955333817,0.5834156554013827,0,0.2932140318617007,0.9864405338357118,0
123,100,0.9,SuperLearner,0.7083526373908586,0.11389142685499473,8.742687202975176,3.504553720573956,1,6.6504440467990715,1.751431474626906,1,1.4663348572478065,0.3535441945614575,1,11.852139800565778,1.3327606577542248,1,6.97927850575301,1.9584929802299615,1,0.29296209946603075,0.46084115766405076,0,-0.05531943154794102,0.2877537641861766,0,-0.06842951776709519,0.20820601171031838,0,0.3089489350332064,0.7103897663444622,0,0.07567091821412748,0.2541869276584823,0
123,100,0.9,TabICL,0.7113945901002784,0.08655321718001541,8.587096348934702,0.7696068847482932,1,6.675082474751429,2.720887905570448,1,1.041008324317904,0.4551124633847424,1,11.995202200609603,2.092546205222773,1,5.76976281543452,1.7248091083882322,1,0.16830179732404119,0.16416101839260908,0,-0.013136251708649915,0.32735133625947904,0,-0.008446552853487,0.2742321633439967,0,-0.019695990503640525,0.17648385141575468,0,-0.025523219345331326,0.23193396980745787,0
123,250,0.9,lr,0.6901434322958078,0.07034525495442608,6.690169410640013,1.1887185322561318,1,6.100062952481235,1.7421820651915505,1,-0.0785127669523803,0.15304412477309556,1,14.312710837714363,1.8256068844196651,1,5.454760630950629,1.0682942701497358,1,0.009683180776076722,0.10517731909085583,0,-0.035922774676209135,0.08369276273830138,0,-0.10086849448365909,0.19597179895444405,0,0.09283755127674174,0.060553882963689326,0,-0.07543834885863439,0.09259141716376006,0
