seed,n_samples,cor,model,r2_mean,r2_std,imp_V0,imp_std_V0,tr_V0,imp_V1,imp_std_V1,tr_V1
43,100,0.3,lr,0.18141235189740215,0.7429244197312808,1802.2149851790812,1702.0983587243932,1,-4.599932847002281,29.00237736717386,0
43,100,0.3,lasso,0.21437153794178174,0.6717132024778478,1731.686020943574,1632.0382157415163,1,-5.906740670744942,18.480421439598793,0
43,100,0.3,dt,0.8508967561018839,0.17979713610862738,2055.009773682929,2165.0488843403355,1,3.5777588249442487,7.426226421169045,0
43,100,0.3,rf,0.6400529775368204,0.5021083468731568,1542.1432551186867,1639.9822206837177,1,-18.92514486566522,65.23761571611183,0
43,100,0.3,et,0.9287720035825673,0.08454808844991382,1744.3536673309877,1898.9412205406516,1,-26.030317087230863,47.80406974916468,0
43,100,0.3,gb,0.8286098748487125,0.1969694491722012,2075.1885349162394,2192.5578027926,1,-85.49224726457614,171.18863664550747,0
43,100,0.3,hgb,-0.3759618354994648,1.16186845782986,527.5343910057203,381.34785274018776,1,2.612951737697889,127.01850644862832,0
43,100,0.3,ab,0.8680307255424363,0.12486750562648571,1412.7982522767165,1804.5137170638413,1,-0.17725015582940767,0.35449814542263836,0
43,100,0.3,bag,0.6936112069451086,0.44622520495481954,1521.0230366142907,1646.4358997061565,1,6.41590385888139,21.801956250428788,0
43,100,0.3,mlp,0.4029791557380197,0.5648237624263847,1765.8024225429672,1732.0022107774464,1,27.053070753094396,37.140415393181875,0
43,100,0.3,svr,0.33553382939376664,0.2896924395716062,148.04043310141304,42.91325331638257,1,-1.6355601849084682,4.687547476592614,0
43,100,0.3,knn,0.7949219604492022,0.179478951193523,915.1183806996057,869.6454516049756,1,59.867182010311716,89.22109662121463,0
43,100,0.3,SuperLearner,-1.8793649588386523,4.829283126219156,3272.6110278309598,4055.1539142156503,1,127.88646170651391,460.7784166213504,0
43,100,0.3,TabICL,0.9478790095916318,0.06642901426178896,1878.1001929321696,2002.64357434251,1,-1.214880479496943,1.6959125397163897,0
43,250,0.3,lr,0.7984060721976768,0.05348465409461303,1135.7435770495651,427.7051228909791,1,1.8877950709246574,5.154460859551057,0
43,250,0.3,lasso,0.8039149291289368,0.053147982800915934,1093.0521708505817,407.29366471580477,1,0.5825766391964692,2.35829449094184,0
43,250,0.3,dt,0.9343823074959566,0.055524419064538824,1014.613813696324,518.5916921311772,1,28.67862270516833,58.647127518822806,0
43,250,0.3,rf,0.9325046241206281,0.08602455436890041,1019.9376392821978,469.2929565297951,1,1.786175665080044,6.160472722712323,0
43,250,0.3,et,0.9632019760140735,0.06479342150774399,1146.8665211558357,539.1919480520398,1,5.7999714259505994,10.289634180694256,0
43,250,0.3,gb,0.9366729853066722,0.06074856863787149,1042.5001449585393,538.7000167036996,1,12.263972891448748,26.98444955144232,0
43,250,0.3,hgb,0.66967733221973,0.165915024956426,804.5298265739668,192.14608325627117,1,-19.63452522984258,12.397925621304912,0
43,250,0.3,ab,0.9065297487281079,0.08452338468136573,1000.5939329152137,590.8693014144972,1,-2.0884925526182196,3.5877569292705593,0
