method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),430100.54805930704,0.8888923027017237,3677.7271355212724,0.0,-1997.8400168004446,-7857.768721308617,16019.2981280995,4515.991530455009,19590.591439215874,220859.93943910545,110482.91860836226,81729.55491688097,28073.467232493742,674.1642988224048
Sobol-CPI(100),430100.54805930704,0.8888923027017237,5031.771221991091,-7.492075167079964e-10,-3398.897667247214,-21926.833869548318,23308.96075428579,5938.489017239426,12811.19255058774,173077.69953972628,133758.9872799748,50476.58101408673,17758.3536916568,-11036.036545355599
PFI,430100.54805930704,0.8888923027017237,43464.20848464442,20.827786104753613,33593.826952209405,-20440.32054756861,67220.45691474742,1694.3235145756043,43316.13163337513,1591159.953254685,699047.6140613409,83361.94875073165,2889116.7528124107,392.9732751675183
CFI,430100.54805930704,0.8888923027017237,21964.394523335446,0.0,-2067.0143081774586,-23746.24318921019,44597.768096068816,1334.2054633531952,28622.108272431185,366208.58263450814,123498.63091322592,81749.4783960199,46256.335368233034,-144.18989282951225
cSAGEvf,430100.54805930704,0.8888923027017237,497594.16500682844,1225984.7393031386,445536.1153110941,26531.514900494833,-21368.42587788403,32088.05719214771,508767.4558921843,1537380.8328592516,265311.72302522743,266153.3601174946,2078668.2922838577,408408.4092438533
scSAGEj,430100.54805930704,0.8888923027017237,4933.856605940091,0.0,-2574.63271254563,-23097.622896737827,22241.421490955283,4491.120172517025,15565.177660597605,185782.9191768106,117895.29574340412,73616.055693303,12084.05333422264,-11540.825017258525
mSAGEvf,430100.54805930704,0.8888923027017237,2285.2465079827234,-194295.72819311637,-340759.36686143884,95488.84974070638,229426.5268068202,-50616.018245220184,274419.66156948963,1669720.3528329004,127348.2780399574,288209.30761335883,2095180.6737731793,22854.5876349858
cSAGE,430100.54805930704,0.8888923027017237,188839.4511957292,643473.2022917399,111398.55947181136,-18983.57824786068,33364.83138594655,1232.957691041594,167620.34828066916,756459.8503380152,332314.23093510617,150968.72445679977,914054.8589385633,241553.69465818215
mSAGE,430100.54805930704,0.8888923027017237,92831.79189080029,-585.9412635422508,-64184.24377765682,-20551.989779221105,36323.27453975502,867.146851823387,95533.71737425796,1169141.355581446,353862.96831898886,158738.40789068665,1710547.369001597,-12150.709449643778
LOCO,430100.54805930704,0.8888923027017237,-11960.959006042336,906.0121820534114,14134.57898531342,12873.208562794025,42301.33009390347,2172.549455037748,22837.604394480004,73994.89192779548,120428.44356855424,-18488.581018581754,71764.47097635019,-6191.060847998422
LOCO-W,430100.54805930704,0.8888923027017237,-192520.40004403124,115129.26095032803,46013.51534414833,205030.57077093283,-213105.26478758088,54624.07757932575,29023.116672572138,-62262.5751010617,195140.5657457289,27266.038205880614,-67259.38377053034,136686.96700554978
LOCI,430100.54805930704,0.8888923027017237,1437067.122019941,1146484.7059118552,1518700.0698438608,-50047.649612371344,-16903.242417760193,-5491.1989833661355,555554.0191703648,1254294.1927322233,-442213.2894270858,-373440.22052338533,3046530.020218752,-380500.60505024623
