method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),261928.19117202758,0.930183034550282,2627.3229007824702,0.0,324.5354223369068,6169.862722500038,20980.337288424562,144.77116685813235,46769.3143036125,270322.21758850286,83513.67098793232,50184.69750545804,23062.573285010134,-3044.211035027547
Sobol-CPI(100),261928.19117202758,0.930183034550282,12933.853731547239,8.644702115861496e-11,-924.3754348328906,1719.0370505550325,12538.013281901385,2588.7874967466155,43845.11764281695,197935.42103215944,61319.647525922635,54478.34475831291,29040.7618661563,-2549.289361728208
PFI,261928.19117202758,0.930183034550282,78355.4722410634,-129.83477944816696,21756.950374251785,5433.446491874376,48488.0681252612,6342.844787253387,23462.977667611354,2197639.909623548,452240.97608389484,113979.82766811174,2267674.112751246,26667.27435584218
CFI,261928.19117202758,0.930183034550282,26187.91254580152,0.0,3357.320448912127,1997.1074779710327,52711.05373362094,3750.3725961890595,49306.50584118071,750325.1162336646,195872.64900494492,109861.29580887317,41370.62874242672,1430.0584326712706
cSAGEvf,261928.19117202758,0.930183034550282,1134248.808472408,1423655.1359577146,727656.0278419871,128137.93547799811,17058.26625292562,-84562.57426115917,184682.89844758017,1660378.983725999,124655.98255607253,275543.1601978163,2505959.8680690033,683168.6270191986
scSAGEj,261928.19117202758,0.930183034550282,12489.088242459839,0.0,-1732.9836521467078,323.2066260793654,15212.320043772022,2627.7207105394045,45420.96197483732,220190.86554663084,60820.55265139687,55466.94450379195,35655.9192179252,-2379.2716304669157
mSAGEvf,261928.19117202758,0.930183034550282,273178.2814238183,8389.459903932642,-241927.73980056262,-105223.94620906888,118497.61256366035,-83938.95057029137,-56119.10054190224,1569994.0443907627,167941.2707711421,167544.41037609288,2636424.1015155995,222300.78188712103
cSAGE,261928.19117202758,0.930183034550282,280484.6381573218,702031.1904940995,217267.47134220018,9282.996417551429,16254.00773123416,1360.3366117921407,118780.19231119557,725220.4179176836,100017.9881320918,97660.29088525235,1026225.0508495459,280095.2346927444
mSAGE,261928.19117202758,0.930183034550282,181437.22993140336,-1825.3593281107958,-112446.43980878094,3760.824619139454,16358.414194647818,854.6708631795318,42511.361436279796,1288652.775693541,66478.91683527933,136246.95488835295,1997368.2233264062,-43128.76731021703
LOCO,261928.19117202758,0.930183034550282,17461.237537656183,5244.033047855104,14483.774605275335,5167.051592332573,60071.38976317554,13991.916444688075,19771.20713553831,55185.995333100465,57886.766734395846,82736.5308677112,53674.18223443921,-3561.484595821443
LOCO-W,261928.19117202758,0.930183034550282,-91004.41501122732,-165065.46680781577,-105692.38336402182,133328.44091286138,-130771.924725638,70521.0738087826,45243.57070062186,186712.6931773281,135186.51535199585,45720.71815771078,-24000.033492222192,102493.05597491417
LOCI,261928.19117202758,0.930183034550282,1802803.393165988,1512609.6331457263,1777702.3422047254,27166.952954167034,15917.683915541042,32771.49763779808,18689.878513945732,1421295.074669471,-112407.12755708024,-416497.1311427057,3162252.5413683597,273171.810727261
