method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),401253.8881992238,0.882315673424944,12370.212016414094,0.0,954.5758037948108,-1022.5219521965191,11711.851730979251,2108.8708874250297,6938.063359990192,251087.8520617216,86533.4600876813,19343.506103076594,30776.10602850758,-4493.931327103928
Sobol-CPI(100),401253.8881992238,0.882315673424944,21136.74966869703,-2.3052538975630656e-10,872.0538957718193,465.270229559945,17895.776998185862,3871.4331234045703,-830.1776331137073,261434.23202490553,62107.602845540205,39301.51174502858,32935.2250314864,-7953.2118202405545
PFI,401253.8881992238,0.882315673424944,13202.614888050593,2211.2409988522995,11496.728106863797,4960.058310981956,10008.969860368117,10974.809945505403,21740.780736200802,1351067.6799992253,408999.46533436375,64902.8406668026,2823999.6453072843,-14159.40908227471
CFI,401253.8881992238,0.882315673424944,26945.11930012505,0.0,494.8037872937275,-384.2604061802267,13934.16530019755,6186.469845454267,6266.037356337591,731909.4119654481,91266.39840286289,60338.153959970456,142544.5157132669,-2986.694111183693
cSAGEvf,401253.8881992238,0.882315673424944,708550.3340340052,1105864.4002040555,285242.62854994135,34701.837828505784,63295.42409433192,-3419.922232330311,360297.69798683515,1337601.2073462582,304911.99516890245,10282.428033605684,2018495.237488225,250782.08087394244
scSAGEj,401253.8881992238,0.882315673424944,19880.607877520088,0.0,772.8430291989935,-471.2562475436134,18833.529177182063,3029.3591632220196,3475.9131094081677,286608.24075590563,56672.50433617178,33721.14726859209,29298.35691996006,-8316.072262254776
mSAGEvf,401253.8881992238,0.882315673424944,-100972.63774559973,-36916.46818148112,70158.37469555112,179811.07251839107,-24620.355997670442,122332.16641964111,132665.6139057707,1354559.8827544446,316818.65696969815,-102497.06383407675,1936867.9614609468,25116.02097457042
cSAGE,401253.8881992238,0.882315673424944,149688.94950995696,629117.3335630374,73139.7002100456,-2229.040149647158,11799.768219425147,8599.307913238994,135641.99690919055,733689.9760183201,205566.73767142522,25674.14223750679,915101.1059839843,192358.04103896243
mSAGE,401253.8881992238,0.882315673424944,16129.397310774415,3507.436803855411,8096.738368678267,-402.6222431398926,10979.686823213684,3598.166079645393,64675.00901568418,1024433.0345225325,245779.3464039012,27378.391875541816,1672662.991178283,-109.78709854748368
LOCO,401253.8881992238,0.882315673424944,8524.33004799689,10754.381898031628,8436.49090973183,172.01063332136255,18747.12111326534,5281.4025213315035,1308.293799291656,98294.46004908555,73786.26679919433,28637.116359145846,-672.8349286200246,-14630.854824929265
LOCO-W,401253.8881992238,0.882315673424944,176448.8864687387,-14025.748555229246,-144968.84910232175,-113231.19041804592,263602.0477188667,-224528.13872416163,-74708.26067482521,-65596.71861915983,-51863.25460460635,32218.344084859662,97345.16923043755,-569763.7610077689
LOCI,401253.8881992238,0.882315673424944,837079.6298848996,1107259.0990400123,1004340.2344974866,-102978.16829102766,-141131.09328970732,6776.2655586777255,450583.93041599914,1112194.0343632135,-154931.61969062826,-87597.6249946258,2647489.4909352516,-46559.51569331996
