method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),350265.24107222725,0.9084468472275365,49319.77037441128,0.0,5438.33602516033,0.0,26891.121737129724,4613.315651995683,3510.5204076033842,362924.21692670253,29115.49011962861,69770.41546892223,40930.03137415435,-4716.5805015653605
Sobol-CPI(100),350265.24107222725,0.9084468472275365,72324.17891681215,1.0373642539033796e-09,-180.66179173091416,1.0373642539033796e-09,27289.725837803624,1327.5643748356292,-8926.546174661362,369171.623930806,52678.88618786185,49967.34663615064,43671.89818708374,-11860.805817459315
PFI,350265.24107222725,0.9084468472275365,37837.51354419091,2259.3507184943883,47240.69925153651,0.0,51158.08819343051,49093.12384363776,3336.367786315095,1826364.1133697308,588219.9930235001,35395.546396606835,3038200.2918237164,2163.374236986274
CFI,350265.24107222725,0.9084468472275365,76341.5185424753,0.0,-2407.244825867994,0.0,58181.711790008245,3419.143085770542,14976.7312295913,696887.0809887887,83825.76856143196,41730.51785864303,80835.63402009063,-3658.612747184991
cSAGEvf,350265.24107222725,0.9084468472275365,815001.8573989207,1033588.0396879264,-101258.30904678255,114464.9474209873,-80758.98722173553,100232.54720950406,161207.27457544627,1652362.8814957791,372473.8217276591,147821.3710421254,1967566.063761525,576087.1866660295
scSAGEj,350265.24107222725,0.9084468472275365,77541.33512493974,0.0,-64.29234874021495,0.0,28819.15432713559,-881.3541825120919,-6974.89901733445,380909.874236725,56946.02903178288,44804.39618890593,43575.713266879786,-11229.267336926714
mSAGEvf,350265.24107222725,0.9084468472275365,299682.256921818,144518.59659869177,-145003.46638508793,81063.54746456211,-108869.2007104368,60027.86138376315,67800.02523670765,1734366.650806769,86900.06410283735,258170.88428691353,2143388.1280072574,-110846.3165908684
cSAGE,350265.24107222725,0.9084468472275365,316807.6601858252,600328.6513438659,73530.8500902039,7414.86531317089,29999.355527865693,6153.024137554743,82267.2545804577,1014495.9789289347,167357.28255570485,87365.32675394074,894187.7552006582,268718.41568469413
mSAGE,350265.24107222725,0.9084468472275365,167600.37374305836,15947.921911549183,-45014.56812788524,69.10686724725966,27808.356264788086,7189.215948634495,33649.74081837136,1419115.0217730345,122007.89801182403,97234.65432638107,1698410.4171962491,5758.485434857899
LOCO,350265.24107222725,0.9084468472275365,20346.74583063455,122.76775598403765,7645.938851061626,0.0,29516.881451326073,3702.037373833824,12806.661672433722,252482.05163395999,162963.8875763999,20389.014724153094,67605.20753482135,-20015.622722648317
LOCO-W,350265.24107222725,0.9084468472275365,-33984.16540292132,745.8611389513055,34106.2361489086,188525.1601836303,179813.62533389474,82408.03616786742,59247.74842836022,304943.1418333337,-9074.18405514811,48178.25509101572,-490.5507933923036,23376.520697398468
LOCI,350265.24107222725,0.9084468472275365,1607033.850871196,996633.192877797,1491148.3063031435,0.0,18923.39106474258,30027.686785191763,123888.64591300488,2091772.2840934969,-91472.7678526179,213402.31211534282,2773156.521618881,124195.93436034257
