method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),708734.3900394242,0.823354070461263,96895.20407798345,96.33407948521199,787.4971125250449,2104.6419155577314,-7860.751450272684,2835.7861508348724,27926.613997536362,751772.5116790506,8008.807267170108,38010.98144662939,7312.326346692047,10432.363466147974
Sobol-CPI(100),708734.3900394242,0.823354070461263,97836.04321605503,432.87275497614877,-3061.9274037990413,5145.343831233279,-2579.3860961407618,6586.864586189242,-917.7680768804523,656895.8604319191,7880.548877326431,51206.278008708876,2598.822575788553,-6021.681195366689
PFI,708734.3900394242,0.823354070461263,230706.61551065088,-10963.512786303298,286255.03528969456,6709.022869893233,37564.671256397036,71331.18320261082,148221.99435065873,2676080.615610279,30182.465254796556,57217.28883551167,2463597.1902335417,64780.3770039326
CFI,708734.3900394242,0.823354070461263,110920.81949264777,146.51192583248485,-2270.798310834216,4767.88404289505,-463.0686154720606,18119.966706527863,16048.14009101456,1388820.5789346031,19892.1003548773,106895.0427626915,10445.555564818555,17398.47439138114
cSAGEvf,708734.3900394242,0.823354070461263,1386803.0935906186,1134397.4939236618,467096.5608061398,38113.945146258455,54958.10387872998,136600.7199475197,308960.93780860957,2030629.063051215,-242061.43720843733,274694.32683698507,1743335.013825791,128258.81173371151
scSAGEj,708734.3900394242,0.823354070461263,109065.41641118971,503.3728477944387,-2922.676416686154,4801.606518973247,-5573.658805300482,2368.946525397594,-5017.792866630945,658255.4253410309,10163.202596361982,47820.39233995194,1825.5025926287053,-823.2800547918305
mSAGEvf,708734.3900394242,0.823354070461263,444072.08612173935,258460.82562289573,-384697.2092672782,-95388.40012841811,-66907.32817174448,72107.45014563017,147531.22662769957,2065042.618248369,-141964.89377987152,11500.67674630927,1829912.27572487,-368337.5572232604
cSAGE,708734.3900394242,0.823354070461263,437449.2708917015,622106.2723131948,108901.58520968822,28253.994431964264,-80.24055509661768,20490.214802595096,92136.80570359294,1152961.8207262778,38564.7132411322,119498.34470093073,666216.2698752034,96337.16103575971
mSAGE,708734.3900394242,0.823354070461263,294286.4619745328,54948.01652386558,-151607.48381051727,6910.897776052871,-22804.4010744828,54647.71046926635,145033.66508942793,1549781.2934741678,2842.8071522695486,91248.5120413311,1428570.8295473575,-76903.23968824383
LOCO,708734.3900394242,0.823354070461263,288432.65190500417,192043.64783107257,294756.03080761095,181891.17824410961,232239.92951992434,115267.32186624303,150441.52736777987,641260.4741046666,187559.7631663056,21699.169954604004,91328.93449563184,110007.6432709602
LOCO-W,708734.3900394242,0.823354070461263,-51582.1964429369,118350.47970813206,160688.93478768558,89804.86095549853,237335.15245739208,14118.380577857753,-135568.07648322498,715200.5573116981,-160915.5502734744,42202.25685679453,-117643.17949813885,-141918.4854959588
LOCI,708734.3900394242,0.823354070461263,1051143.9651161837,1331620.1832201509,424454.0133910738,34890.128639030736,-593.0579399680719,42813.92237492232,246914.8900951529,2009792.975141812,4746.7916947659105,383299.48387254076,1642927.1887339125,294234.0149604585
