method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),814663.632720716,0.7856818936530446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473305.8909970286,94118.86745028442,0.0,98772.39094002463,0.0
Sobol-CPI(100),814663.632720716,0.7856818936530446,8.06838864147073e-10,8.06838864147073e-10,8.06838864147073e-10,8.06838864147073e-10,8.06838864147073e-10,8.06838864147073e-10,8.06838864147073e-10,389975.41312935477,37146.91635130658,8.06838864147073e-10,108144.70993421286,8.06838864147073e-10
PFI,814663.632720716,0.7856818936530446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1273656.0407477082,227249.6575853551,0.0,3164959.233377462,0.0
CFI,814663.632720716,0.7856818936530446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1355883.5851502917,216258.7148340164,0.0,271584.8344280856,0.0
cSAGEvf,814663.632720716,0.7856818936530446,774870.545280234,945613.0348602971,677959.1233899835,-69606.09197969967,-80752.20537286391,13231.851232942194,217464.32841988606,1537582.1611503125,194410.39357856475,119155.60179406498,2298360.3288440746,103460.92107505212
scSAGEj,814663.632720716,0.7856818936530446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358005.75928920007,31460.940691877044,0.0,105069.44149320968,0.0
mSAGEvf,814663.632720716,0.7856818936530446,-66278.00222237222,-33607.66632469278,89636.07980137784,-110545.436211864,93870.84115197882,64795.74694173689,-55100.178021614905,1750264.956756732,261617.30427559608,52551.65230292734,2314330.5228263,-66931.56708112452
cSAGE,814663.632720716,0.7856818936530446,257408.09567480398,575570.4205231459,168904.72861747927,-2336.8428649891302,1646.351641955203,3290.2520298314753,99635.7433167853,825126.4957360515,104094.4475611672,29414.244832041783,1012005.5403681715,2644.162682290837
mSAGE,814663.632720716,0.7856818936530446,477.519907960348,-283.6422544631665,-416.4616966461593,134.88184867013504,-221.82013850931503,786.9083733966343,-459.33821773864423,1084024.3549907075,181205.82600358655,385.24303851518835,1812396.5960140787,-170.84384011795453
LOCO,814663.632720716,0.7856818936530446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103947.62728093436,118930.270509894,0.0,84148.49365392211,0.0
LOCO-W,814663.632720716,0.7856818936530446,27072.16752170206,-57004.97713827635,127706.78562480582,17990.115016991633,-53569.50007813892,138298.06201769697,-86136.82357148705,-14188.641599267794,-82536.77785717798,42962.802980991095,-41248.65067083784,102021.92730227252
LOCI,814663.632720716,0.7856818936530446,1559569.5017914246,998534.9021322555,1525825.0091533721,-98850.29485550849,-45628.25706817163,-11550.339849074837,288620.97258947976,1833642.4852326775,110603.08897069376,-137733.0931671881,2817934.9262339463,-106785.21101417346
