method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),595696.439947683,0.859524770693719,1937.8718754873844,0.0,221.02229729050305,10600.983204724034,14584.191868585884,307.55493411095813,21850.948725198337,379308.7329221969,89097.62695081899,77017.44554270298,103981.10275184177,-6326.999857873714
Sobol-CPI(100),595696.439947683,0.859524770693719,9261.783696837045,-5.763134743907664e-10,-7286.9816573816215,20461.914845009676,26679.14726024316,2432.7940095869576,13180.00673577443,280585.9206123031,99532.64861478019,93746.15358632729,90311.53519669753,-12240.56971871264
PFI,595696.439947683,0.859524770693719,2816.5916851590155,422.39030790980905,67476.27941583865,25006.845126351458,83514.28512895107,17182.331931529217,83467.44939823041,1039873.9249691624,387014.7064570427,157052.07868665084,2854641.3351911735,623.8476079384563
CFI,595696.439947683,0.859524770693719,8346.650055395905,0.0,819.3201111831004,21074.902862241608,38772.95911857078,761.7001388948411,6382.460617516423,663174.0362604685,271529.203150716,133163.74281260348,235557.04697821417,-11047.613637644448
cSAGEvf,595696.439947683,0.859524770693719,784671.7588353804,1466413.1790423016,303013.94984857086,61821.64143902622,-69396.86962102912,-59776.54012933652,417309.32924707653,1467777.4568022,390199.40145427594,211108.68397951452,2540866.659281629,69432.14127174206
scSAGEj,595696.439947683,0.859524770693719,10154.466750659514,0.0,-5234.847217213013,21291.223713286337,25788.01175904821,2667.6197587302886,16233.71290671418,255063.7356589014,94553.39287524833,100430.10926226154,85541.05256893625,-17359.128942330368
mSAGEvf,595696.439947683,0.859524770693719,-30729.26680418756,46726.30167958699,-92537.23672083765,32728.441720173694,181722.57322553825,3496.5820909691975,57253.85862558241,1548087.1857306226,457999.8862064341,81304.59562020935,2633994.3330017608,156516.6487168176
cSAGE,595696.439947683,0.859524770693719,232677.29218680543,730766.5086911975,112115.32886579754,12839.27780404394,35234.85319951042,4607.009509066398,132750.7863112418,773808.8733416743,257667.7804511417,141505.3571384425,1120658.196714498,179817.471681824
mSAGE,595696.439947683,0.859524770693719,108049.33861815822,1386.7425709264955,-99028.16905928003,12919.115615553588,53608.72963454,9172.255646940212,95328.90299494281,1032307.6259681843,288657.0169993125,135665.6364805125,2096026.7866674394,7109.7246917884195
LOCO,595696.439947683,0.859524770693719,10261.49484446505,1328.7272684394848,15435.244063888676,27327.492741857423,76128.45217579696,24288.62770081684,36315.53169595334,193266.07413368416,30752.16216289962,77412.90556470747,672.5998132887762,-6838.462759015383
LOCO-W,595696.439947683,0.859524770693719,123854.66888316654,86088.93114226105,-23578.98286821973,88419.2707925183,246062.07369366856,-183742.67640475903,83810.63890991645,-29941.53652617248,-78297.55490719755,32343.405004959575,152798.5564203374,-26426.32676073215
LOCI,595696.439947683,0.859524770693719,1393856.221488562,1437089.8061339897,1397724.5465161582,19529.777855137363,-50431.701957349665,26017.72263442166,316724.27728715725,1286189.5747171724,-370018.49085114617,-109396.98715040926,2881074.074557673,-724265.6537205493
