method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),895573.9034717348,0.7394494892119489,38728.233293301484,57.33932875411119,-1284.4072928762762,1298.7717526049819,-3086.7870151652605,-4436.889200874022,9712.54899232334,381725.44308404427,18311.16382038186,21889.973399892682,-2817.3646691922913,-1486.5570077152224
Sobol-CPI(100),895573.9034717348,0.7394494892119489,86524.92701375573,79.82199830613975,-462.9510232835252,1613.3776404807288,938.0500671279727,-4647.089306977785,15227.322306266598,421039.0307135845,12328.54069982238,-7798.805266303716,-3679.6499921049285,-350.05695603956184
PFI,895573.9034717348,0.7394494892119489,237726.84723313898,686.8398152870359,381035.50369481556,2521.165789214894,21938.38636953861,-14454.573898851871,35689.51887478982,1940158.4591010534,93194.03872178099,89873.02726481867,2505722.079588199,19298.44098149368
CFI,895573.9034717348,0.7394494892119489,120811.450646605,125.33637803932652,3823.8680285901064,2065.969032004359,-1134.5984691488557,-2264.972514550318,40886.375630269875,882971.8636760446,16806.563464261824,97203.3374832042,-15694.062986902658,1088.9744282056345
cSAGEvf,895573.9034717348,0.7394494892119489,433102.6301792194,1010989.1806380156,84025.8689834685,-30293.32544849906,-23842.35555209359,116496.94448710699,147963.61003036518,1201353.5539550842,188551.62112840125,-273359.29012969835,1053992.9271791056,309253.68157856213
scSAGEj,895573.9034717348,0.7394494892119489,74383.61245159211,92.91883761051577,-1707.9675606674282,1837.4671354000457,-285.61008608317934,-5538.427822239348,18347.36077200866,426030.06599137955,12762.734068605816,-14672.721442124806,-1670.9025894372026,-1032.903326501022
mSAGEvf,895573.9034717348,0.7394494892119489,514055.2925971402,68005.17846964719,-621534.8069703369,148952.26509934897,-24421.84225782845,-67179.73734316789,83710.2962324,1168110.0921200207,120544.68095900909,-188338.6083305804,1356989.8341253987,-111047.60450530611
cSAGE,895573.9034717348,0.7394494892119489,211143.07098522002,547851.0432479235,47336.13319084071,10476.021991054493,-5945.13145728995,-6471.073901335967,114592.33777688786,855867.0775810716,124189.05623754131,-70805.86045869494,542088.7132435618,235060.56150516952
mSAGE,895573.9034717348,0.7394494892119489,216707.34017090822,12673.990957829295,-104447.916410242,1722.7617881765648,19929.200650931274,-8424.958521968152,63636.26365829895,1170527.3986156485,105103.04128510921,-28409.276823171072,1180413.569871185,-24105.599095642323
LOCO,895573.9034717348,0.7394494892119489,105365.25760209293,354.601451418479,116405.67609275866,339.1265985118225,13539.908260553842,-2671.497014248278,16136.832382606342,513215.45347702457,9675.579038837575,11389.574594723526,151314.81682522222,2535.8172916753683
LOCO-W,895573.9034717348,0.7394494892119489,142079.3474746264,-20923.54555716449,-129680.55856574632,-8790.978732304411,80380.73825576938,119590.10053646966,-49591.60723058238,-88644.25825004335,-135823.05291047445,-18216.619371800003,378240.5675559706,3982.7462736674124
LOCI,895573.9034717348,0.7394494892119489,450067.27212695405,735481.6580453208,151798.89886164851,5977.551038518548,-55532.908093453385,7802.319269811735,220804.79425409902,1163861.9781193011,111939.23983756267,-221237.5711408807,903891.2940808716,233675.34920814307
