method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),932166.8297888385,0.7566951297432446,62341.32435128593,1010.8184747254127,-8896.896124811727,-2089.2780446406105,24445.234115849016,31310.785290213244,11033.315966159513,811444.6657840556,-9942.941952478723,36012.92001483677,-12685.964356029406,-12667.517538810556
Sobol-CPI(100),932166.8297888385,0.7566951297432446,64701.879686671244,1492.5796595984139,-13587.507420402519,-741.3585359390853,15136.577234040868,16380.122120299788,31596.381102695756,828341.9636459876,-11615.569746859446,29804.405106303493,-20465.926429846826,-12844.781448816913
PFI,932166.8297888385,0.7566951297432446,199574.7262849696,961.4561590328813,422612.7470989851,-1530.018738882034,29110.68644427671,80644.80017733027,237645.9014589861,2147676.038907694,-686.3042846136959,29402.03426004993,2995070.3618872687,36246.575793666765
CFI,932166.8297888385,0.7566951297432446,56279.87862201617,2341.6911343453685,-17188.886418669834,2087.0968301318353,54836.21614282206,14626.70686933212,123630.83633884392,1636648.7674683174,-19883.647274869378,42499.83160351636,-9072.389535292867,-1352.5420695265057
cSAGEvf,932166.8297888385,0.7566951297432446,509475.42144735623,1074047.8478951422,193524.6870169784,-127449.93257473454,65939.99314771686,-119827.6340646469,318299.9592995611,1614958.7453813436,-60007.60145477438,93245.88678522175,1391708.180553995,496686.4958024156
scSAGEj,932166.8297888385,0.7566951297432446,64268.122323717806,1431.8616796800634,-13951.805279557942,-338.32624741236214,13705.371378032723,14175.878389025806,20011.862095333636,803532.2793591421,-12178.792242275784,30342.540102433995,-17530.669943989487,-13565.990187687916
mSAGEvf,932166.8297888385,0.7566951297432446,492115.2321979398,295199.0191398654,-609170.2521317466,-149967.38859054586,247891.60383107048,-40258.051172619686,296152.99244673876,1642369.6265592598,112249.3356635361,224901.84004701814,1453379.6657785196,-248757.53294976102
cSAGE,932166.8297888385,0.7566951297432446,243768.12642075482,588042.8789234516,75680.33227135843,-3791.814867170163,13177.16373325931,14816.533798160255,161004.11545818386,1134502.6485573985,36444.92878457331,113616.7130040127,565343.4985828792,54712.20977126344
mSAGE,932166.8297888385,0.7566951297432446,224268.1283571823,70358.05401887641,-157453.41208798237,-374.34693950902056,25987.62500506931,8242.861700353831,198206.85920971053,1351989.675365819,-20825.604648447974,93210.73183390204,1287185.8333132465,-84211.11608606343
LOCO,932166.8297888385,0.7566951297432446,34071.60046150489,-25143.44812483655,-104077.55271694809,-154367.17029842117,29946.38636735524,-5573.496587026282,35749.70855870354,481854.96963832877,-154555.52914937993,-167168.3126783606,-255671.15501372097,-159692.86086102575
LOCO-W,932166.8297888385,0.7566951297432446,61941.07447134492,1332.6312170451108,-539380.2076987058,17177.94058254695,145014.4195367234,88940.32398064662,12408.720784676412,-90959.10811723725,-9421.398191871858,-134713.00099987828,83508.44671446392,243932.69263114384
LOCI,932166.8297888385,0.7566951297432446,583994.1034864024,1195303.7692990666,279984.55734877987,-14431.2643212541,-8705.946962169837,-12426.789649469312,261358.711323746,1795732.7786073103,43922.74541938305,373164.9202974411,1317154.4976133918,186666.61157781165
