method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),759013.4333592461,0.800322102035919,29718.415138857672,0.0,-6.377209752390627,0.0,19922.57783947722,6944.850128296064,20507.28764859232,289856.8548410213,25295.371824005153,16077.849687110458,32660.69730171404,4419.7309605774935
Sobol-CPI(100),759013.4333592461,0.800322102035919,51531.66694969866,-1.0373642539033796e-09,-33.041116934140575,210.39052987955327,27358.18463384582,6840.037370285499,18768.582025623193,239152.2404534574,4555.793187166633,23497.28143763853,24498.10889931799,1805.261921895654
PFI,759013.4333592461,0.800322102035919,106544.05768543365,43160.95392065542,-2254.263320809114,23.30161778710317,9486.873941257363,15555.093226725352,61149.29631612717,1798535.3384423023,420344.41001380014,59924.18606422736,1552928.7557251765,7329.739777645679
CFI,759013.4333592461,0.800322102035919,42790.488704448915,0.0,39.43027956667356,0.0,25169.919216935057,13832.276008394081,9299.880321340053,590122.2406840817,5421.450904454687,64801.04110006079,22613.17058633396,-4603.877919496386
cSAGEvf,759013.4333592461,0.800322102035919,724353.1765984232,1033255.2723593126,451165.3105701478,-91116.04854320269,-141052.8841124745,134668.13282474363,162736.7369231237,1783741.2263405859,504841.92045327503,310059.6927070003,1682459.8499286491,499836.5101903938
scSAGEj,759013.4333592461,0.800322102035919,54232.55834232434,0.0,-52.248027529451065,-14.63704408891499,28375.626763110165,6639.566268731374,17102.42885649053,219374.15234363743,-4425.880534598255,23064.979822980706,19769.920803206274,850.1251674781088
mSAGEvf,759013.4333592461,0.800322102035919,202594.60532446578,391367.67389333947,-100598.91879944084,61337.15583831491,298189.49703184515,-68687.76574078295,-93468.06002406031,1597901.662387906,90988.8644499844,8620.909394299611,1604253.320329907,29458.13474797877
cSAGE,759013.4333592461,0.800322102035919,286333.2215937112,534353.317490398,130016.03063027833,-3766.914806294186,23453.75805334925,2994.0714029770666,141518.36118032545,853736.5220431808,167343.63510727166,60071.52990851341,724233.6318581863,257716.2099618221
mSAGE,759013.4333592461,0.800322102035919,168916.1510098175,115714.46355461395,-1387.391755387541,-48.85161145249752,11261.130168118729,8896.990340828817,54550.63846717346,1408548.241020422,176898.21469936825,65210.921408417074,1166185.121083608,2143.2037509417346
LOCO,759013.4333592461,0.800322102035919,23350.9327601908,-5464.08378797106,7185.463621148607,-6557.188974641962,-18624.72460303444,-2645.700645695557,11662.574339465587,188576.51978843368,-2244.014065187308,42339.93224291259,1205.0646443829173,-4779.820472229971
LOCO-W,759013.4333592461,0.800322102035919,188897.54318949187,191953.4390003212,106994.99268191872,34266.895598025694,121082.62209035696,40063.7503686091,-56029.989351048345,81520.00100219877,1853.5865626655293,312012.9886006231,-104513.35761794845,81983.23478551894
LOCI,759013.4333592461,0.800322102035919,1504961.2665955508,897453.7343955413,1482384.384572485,-97435.77856390178,-6024.4975936478,-40855.44845013879,345064.6861204859,1872491.1360215447,339519.0483083734,130554.15348178009,2658828.6058073738,448780.91218822636
