method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),598190.7014702955,0.8334147197060465,62367.129507111735,0.0,485.72930255369283,0.0,20972.3827790895,3771.4463022691198,6782.392821772548,616781.743587222,174405.11621213774,84300.23772540409,28756.209822578123,3437.2101451274357
Sobol-CPI(100),598190.7014702955,0.8334147197060465,118596.7270023215,3.4578808463445984e-10,447.47613530806586,3.4578808463445984e-10,8360.517071810722,5233.503363168185,11663.556442385549,669343.3017545026,127965.00050603024,57111.36904067146,26251.174238233223,3817.224743254575
PFI,598190.7014702955,0.8334147197060465,36653.18202472315,1026.9276118010748,33666.7803674289,0.0,52037.45515057631,42735.39003695641,83298.44040368835,1551136.0993926958,430756.8147457547,156853.61656239303,2358881.1172915106,15107.845343964871
CFI,598190.7014702955,0.8334147197060465,117853.36523057731,0.0,-1885.0639328191755,0.0,22717.955339440377,-685.5700539421523,43990.306824924075,1648555.51287068,232613.6240144223,128692.8296814051,50068.55521669448,21088.563981517684
cSAGEvf,598190.7014702955,0.8334147197060465,591130.3805269101,796846.8081585439,-67815.65592465922,-61072.23259293567,-8076.085481886286,-81838.02684197761,65911.831149125,1565402.8069278197,249659.3470035172,193997.2597747296,1454960.720850309,57174.3656629757
scSAGEj,598190.7014702955,0.8334147197060465,130401.10279147548,0.0,587.2203781340504,0.0,7977.686675838893,3977.5636583524756,13132.392303782632,700361.8669816534,136184.49482045742,60036.7099829911,37758.03160873102,1540.7318002347602
mSAGEvf,598190.7014702955,0.8334147197060465,112463.09912501974,-330831.4654447385,-418577.67900631763,-190872.92752501648,-87678.38872564724,118638.54116896773,53945.04516944336,1232204.510691672,193418.1335658771,-57432.818287865266,1621569.2673152566,20678.195150897838
cSAGE,598190.7014702955,0.8334147197060465,348471.69767847966,493025.5841866952,25616.99562828804,15104.375411011637,25467.603385414495,16897.863476990075,152779.02942734092,1087415.1169419813,133087.63189883978,36551.53061890601,681514.3386138227,55932.20625331216
mSAGE,598190.7014702955,0.8334147197060465,127538.63885687695,-676.1237450798906,129.5935583524108,-97.68457891289253,16884.38786834967,23171.532027454552,62305.13247104496,1234403.9751268285,179973.82498830973,44568.9157229733,1383665.0153454803,490.5610193519224
LOCO,598190.7014702955,0.8334147197060465,71653.27345666359,0.0,30675.65990764834,0.0,2575.874221828184,15661.781283772201,12514.022457432118,142715.9812050073,160524.32071645034,11208.946280703647,-47531.86407014774,754.5844268478686
LOCO-W,598190.7014702955,0.8334147197060465,-34291.12079676966,-58646.44903027975,-61539.64105245476,110541.26390582412,13939.133139607005,-91177.25379212725,27678.191762972034,110014.5162261684,-19740.207117634374,-17231.139907784003,63350.223214949554,-61316.9502437757
LOCI,598190.7014702955,0.8334147197060465,1174592.0185299912,796880.4360171328,1226037.2169043738,0.0,29816.398679959122,38752.27346029598,266229.7176524247,1601156.417843929,-88695.59999676282,-144112.16677971417,2391016.474967527,-609438.9091576166
