method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),257894.55179285334,0.9329477781254618,28836.883192366833,0.0,2919.4376160787942,0.0,20492.678069354704,8749.489412521682,14081.201783736993,604562.0497396764,62143.04924686774,55185.164695656276,21957.878276053583,4649.754307340598
Sobol-CPI(100),257894.55179285334,0.9329477781254618,45708.71441925906,-1.0949956013424561e-09,613.2110495948449,-1.0949956013424561e-09,29980.53617884277,5979.149633837002,12389.799379575006,570399.3597728203,50186.88616718092,46824.28777507877,19282.536024385474,-2258.425207581402
PFI,257894.55179285334,0.9329477781254618,95218.516787818,14277.542462234269,28230.42683616851,0.0,67822.14482699032,19788.52749359334,19337.832190053596,1554792.8958974525,430430.8235993975,192144.33628045593,2143030.4819165757,4928.25578684127
CFI,257894.55179285334,0.9329477781254618,55907.261055320734,0.0,-5261.890958304197,0.0,49221.33372172492,7109.855877039081,29538.932000488334,917202.8247102204,211565.09187996527,35629.66254233016,52299.57002222206,391.4897385845834
cSAGEvf,257894.55179285334,0.9329477781254618,679099.3986712503,1564644.1248567025,415395.24296482,199005.55984150805,38401.15190494619,36899.32612814708,514169.3779326557,1813654.4019399108,298946.21671757335,32945.380442155525,2766167.506878736,110948.4120436823
scSAGEj,257894.55179285334,0.9329477781254618,45745.76393505413,0.0,2266.986838881916,0.0,30882.078192420944,2761.7608219045214,8075.277140406078,517063.04953113623,59264.68141747796,46291.689682195545,17385.37740705657,-3666.8201911003853
mSAGEvf,257894.55179285334,0.9329477781254618,196729.83931004442,53000.55903103296,90687.05846884241,65719.9369757208,34608.72878980404,-93949.91048924159,-2881.014737106394,1609646.6795566794,28389.197796689346,84833.6604455118,2380235.1520826286,-278825.66131142294
cSAGE,257894.55179285334,0.9329477781254618,296335.1416161512,759047.4065002966,169333.34461912044,3069.9306164924283,29711.473544700424,9694.391414756434,151119.3701118369,978925.9728669599,128028.15558522666,71169.8241879058,1044689.3005967005,20739.91784681642
mSAGE,257894.55179285334,0.9329477781254618,204030.46083360078,81525.53950665634,-18995.481072641305,403.5183543191207,31061.380174610076,14615.103926149306,65193.8242639005,1253752.1584998479,158434.3954343868,95479.06377347396,1787344.8649948854,-9822.63990085547
LOCO,257894.55179285334,0.9329477781254618,20122.454546862224,-5100.06494341162,-413.704664899793,0.0,22743.356160809286,12045.21806170931,13395.566444531898,90733.30521109211,61095.482217589684,68093.55420547572,68442.19105207059,-15354.047420148447
LOCO-W,257894.55179285334,0.9329477781254618,24810.29690951782,-66442.77593762922,-140582.0282634855,-165555.38062767708,37725.711832325935,60212.100996283945,70027.68355513675,107345.28082277515,10269.60624595106,29230.672143790696,-158740.64627826458,-166517.670000141
LOCI,257894.55179285334,0.9329477781254618,1732259.3824165645,1503370.759864959,1743479.940348635,0.0,-57715.94084341265,29839.462483825162,337595.13340699347,1773475.9578332577,-433728.07370198285,-199183.65711445222,3357968.7197985365,-270006.2520837793
