method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),726652.0044926123,0.8130982210542254,47275.9126056314,278.9626189438859,-2324.1924475987325,5035.832666672708,-14308.311919634521,3376.2303179196315,29597.402045190975,280031.68691344257,-6755.76316920307,35352.95999037224,1967.578886544099,-4376.293280676298
Sobol-CPI(100),726652.0044926123,0.8130982210542254,52610.01926810702,569.6395836295652,-6426.238247046436,9242.533307211786,-31146.446993345704,-1280.9594893244805,35246.584591863444,218518.342565899,-18688.165989243495,15889.721912855057,-4882.1941472188855,-28428.36213703152
PFI,726652.0044926123,0.8130982210542254,282221.30557656556,-13736.508243434248,245020.3541164582,13448.105230766116,55487.613142211805,93757.14773958619,185041.15653833165,2359202.8228752734,-36037.836406427785,69480.27186724194,2536802.959220414,199834.85991539678
CFI,726652.0044926123,0.8130982210542254,13498.878004642553,1337.1688813176006,-8342.993613075232,4889.330302906921,-12462.333258511615,30995.51210179878,26616.0035770518,600036.0089385787,-20357.215922592906,53363.09533944912,8811.652703567874,-5820.330152433715
cSAGEvf,726652.0044926123,0.8130982210542254,792448.6910380782,1307596.0137010515,513900.3484130841,24398.81278456142,-138377.1309622042,209087.83772556856,-101543.99133037729,2195924.9335845737,-207863.04802289652,273717.9535513534,1655216.2303416962,768711.1652646745
scSAGEj,726652.0044926123,0.8130982210542254,45667.82109790016,964.8029319187626,-10297.849215348018,8427.507413223037,-34391.0465095432,-3579.9352725318167,43656.12372845714,263335.58322120365,-17431.224037741893,11475.774093744461,-10084.31301987695,-27730.78394482052
mSAGEvf,726652.0044926123,0.8130982210542254,659103.5646599783,-12234.720136340708,-786655.5626797201,-24584.49048350798,-66517.00431690086,235185.64040262674,123326.68486026023,2133043.4278576216,-90957.23468246264,252795.63258925502,1773052.0951129743,-763127.6004129914
cSAGE,726652.0044926123,0.8130982210542254,242568.158380159,568530.8601800521,122934.45353698796,15477.660185121276,-18849.2924865682,26934.72231859236,95497.97687625638,972977.339995799,100428.81266030598,64754.854454492146,689206.7417446022,347686.41607287247
mSAGE,726652.0044926123,0.8130982210542254,309351.46297523,66812.36654967035,-240960.8377913416,5840.091576934886,-65725.80350722108,108946.01385541297,112769.52094135032,1728039.1142892644,-21866.738168598786,91518.41305446948,1400703.1159146172,-265113.9721998538
LOCO,726652.0044926123,0.8130982210542254,66926.04088244285,10179.676298354403,84921.1121436333,13395.006149957539,-36030.025671203504,31035.198547449196,49000.917290216545,547892.1322182612,25292.89578816481,62463.30615727091,-77360.96111442568,87367.87644772127
LOCO-W,726652.0044926123,0.8130982210542254,-2917.057478535464,-58247.2890520456,226443.90976653824,-103463.09221911729,63420.368499201395,-132147.24795988275,14926.153021308091,-152270.041927369,-39224.860245906435,-29216.8456266498,142320.8246087792,39047.04054461862
LOCI,726652.0044926123,0.8130982210542254,793105.2981201177,1337261.2426146544,481157.3730214569,21296.063808361534,-4088.6515442854725,116873.29397001723,15376.416707571596,2030486.3183432072,-29107.721904765815,214187.5841415967,1696198.0995858195,769054.5267649782
