method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),1072965.7099070444,0.7072683610433168,60263.236960328766,198.56765105971135,759.6375510643702,8462.639569526422,-14288.031317086658,-13062.766466620844,47786.042603836744,354082.8474694494,-9073.714499941096,3711.0952981138835,-1854.2987876862753,-34872.424268899544
Sobol-CPI(100),1072965.7099070444,0.7072683610433168,78541.0330882953,1233.7922121803877,-10250.886661982588,11769.127615959162,-8218.178806022399,-7286.059868903508,1301.9561854659091,267723.2886049302,-36201.34639010827,36505.63275188134,-14408.922463440622,-56856.46911336496
PFI,1072965.7099070444,0.7072683610433168,162348.00904669194,-5401.391689006239,585174.476208319,7307.182846557349,17925.731162822107,115019.94428811502,188191.22272022557,2491131.0368668716,-54456.987247136654,44957.64541632985,2100751.326517526,148666.89235159825
CFI,1072965.7099070444,0.7072683610433168,70204.12613864825,47.69362892047502,-15769.007026329871,22593.25058680447,4971.642344135093,-11832.947880672524,115442.5324686768,870083.4265613386,-15773.928756125271,61987.04848233168,-8932.08865204081,-48501.76953659032
cSAGEvf,1072965.7099070444,0.7072683610433168,176957.0128463232,1298892.978104426,-98997.61674409965,-26163.323627158068,-38149.89242817974,-26077.74573705485,367624.577919601,917304.8692142572,131148.2181530767,146043.6654140544,1467097.1441109576,205179.58721575234
scSAGEj,1072965.7099070444,0.7072683610433168,64482.15269395569,1307.363314522896,-12748.652790397638,12128.011532419827,-7801.298449486727,-9597.339137371397,2664.062980934046,290247.42365585384,-33921.1502809712,51100.29803959001,-13615.25092516956,-60649.972781711134
mSAGEvf,1072965.7099070444,0.7072683610433168,275021.7290169699,148123.68037970737,-208701.0522558014,-83543.23347464856,23751.905154140666,10137.045224561356,78865.56883304194,1005649.32544134,-190885.1443605139,-85206.75633772044,1277916.5986524266,-97622.65264076972
cSAGE,1072965.7099070444,0.7072683610433168,126527.62686498431,667825.382942025,8168.402761283664,22083.644137919713,-4905.400622392966,-11805.506913001449,89353.66630152278,739399.0804275747,130185.4635942388,68793.02002115748,620883.8882561778,205023.11010047336
mSAGE,1072965.7099070444,0.7072683610433168,183509.6776602225,72626.63044929728,-13854.14752937955,10521.408400479773,22248.81847783472,-6061.60505494565,149914.12639114217,1109210.6135500115,-64612.36156067791,80606.75261669504,1255220.0289789909,-137187.42253292145
LOCO,1072965.7099070444,0.7072683610433168,134896.0678912655,-55442.493386516,93714.4207588674,-35112.35406764329,142271.78839922277,53376.51452948805,65340.44223151938,747671.2167335118,11898.31718262867,15138.575154421153,47979.12477798783,37954.25180755253
LOCO-W,1072965.7099070444,0.7072683610433168,-195265.88087200708,-93168.98718283285,45543.39357913816,-12829.949408894194,151849.5978330519,202367.1584034908,10946.147170514327,-108532.58553927684,155168.86882618765,187730.26617410185,82320.15482997455,-198578.97479751715
LOCI,1072965.7099070444,0.7072683610433168,189851.68482284062,1368772.162543492,-25921.371894316748,19110.785654461943,-12986.054558853153,-111602.06284414278,139668.51212317543,964838.0864361143,-207849.61962533183,157158.4017273169,-141533.22608641116,167740.62136822846
