method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),387881.72764217685,0.9019677273156037,7964.890022449021,0.0,-371.41408843532554,176.0461207483022,8996.251168367366,1883.8819003401732,7139.620865306148,230374.96039353745,99758.01606666672,40005.179273129295,59176.69854047618,-3614.297838435392
Sobol-CPI(100),387881.72764217685,0.9019677273156037,10991.64542378996,-2.3052538975630656e-10,888.458395479904,-449.4269431178518,5347.558381224609,-68.65811332867776,10329.542124632799,262270.4263383235,101950.82976453516,24055.436502366807,64906.257854859075,-419.04963796669017
PFI,387881.72764217685,0.9019677273156037,17993.81133197277,2879.260306122538,12038.04335782316,8804.497421088512,13823.243997278914,10788.44650748308,40503.96612040815,1205263.7979965988,321070.82410068024,30660.05130816321,3316602.3368795924,13767.827932653076
CFI,387881.72764217685,0.9019677273156037,6321.435310204106,0.0,1174.9434000000474,1717.7976816326845,11278.167976190569,2130.756731292524,44347.27232244902,467580.5280972788,155001.65736598655,43283.25816054427,94407.80833741504,23514.093617687002
cSAGEvf,387881.72764217685,0.9019677273156037,643448.3240705426,1504159.8648503623,145151.9489114238,-17355.247926307376,-121998.76871776115,5963.655298648868,407791.90104703093,1592693.1902586836,141262.97285113996,45660.24136904534,2427507.9353591297,141764.82090213196
scSAGEj,387881.72764217685,0.9019677273156037,10494.626534855575,0.0,591.7429421597626,-243.6213038113783,5382.119934125163,-2.584329624194652,18756.960601531144,256040.33628592134,101885.05998802587,24122.761544029694,73858.98758680368,-1120.8748810617253
mSAGEvf,387881.72764217685,0.9019677273156037,-52190.605593160726,-233963.13190594874,108540.34064161405,89725.81739440747,30423.99829759728,-53793.836397347506,-215267.381855682,1626072.982750927,353166.1530052684,214781.61560039362,2418853.106217309,-271403.65019513713
cSAGE,387881.72764217685,0.9019677273156037,183317.49743961013,791978.6315143234,108127.04092888525,1936.4086707181411,11207.43826900963,-49.86545410399069,167197.2546691553,761470.9569763086,246149.49079548728,50522.63482743014,1150660.4280948995,194029.1854939847
mSAGE,387881.72764217685,0.9019677273156037,21456.48702686048,8216.568264184674,9356.173961432798,3888.758100501207,15589.538808881372,4418.862806607871,59125.10682356969,1154150.8313472006,255554.29292564536,55923.08633537146,2092197.2157994085,-18503.269114289982
LOCO,387881.72764217685,0.9019677273156037,1529.8349353742087,-1071.3363102040603,2371.0397176871193,4153.807432653033,-3484.7221959183225,-2644.797792517056,5067.662189795985,133144.35278299317,110597.47096258512,22591.794542857155,21419.949122449092,-8515.458708843566
LOCO-W,387881.72764217685,0.9019677273156037,91752.17044123982,-20695.930768904487,75859.4469126467,38826.009086484,127930.43513578796,-76537.72870815366,-666098.4195392418,147678.76105470883,-111773.04348404502,-7560.053291855868,-107458.1463551344,-87532.76272069344
LOCI,387881.72764217685,0.9019677273156037,1168223.1219590767,1468078.570330367,1249392.489354773,12300.581361201592,32570.416908134706,27697.511482464615,558371.4775443026,734974.5107972021,-797134.7568447292,-665281.143692106,3094392.6642191,-1765814.1876924634
