method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),360927.6835891156,0.8999267479667821,3094.375491496612,0.0,541.5806180272193,1516.6739782312943,14058.2845346939,-805.3814690476283,9429.602334013616,171080.2656003402,62808.61469999995,25344.6900176871,43717.42621122455,-307.75692176868324
Sobol-CPI(100),360927.6835891156,0.8999267479667821,-4529.462737182909,-1.7289404231722992e-10,-605.9488757168252,442.88397764598045,20184.91366843452,139.79101525959652,2213.8500995781287,141368.58291115338,86393.62914553403,35051.737473524314,33184.79548192999,-5777.5053218661205
PFI,360927.6835891156,0.8999267479667821,3303.6980564626865,-226.07380748301512,2541.28068775509,465.3581408163882,20818.06307210884,3627.533735374105,21332.32462653058,1731359.2842639457,345444.8044945578,76415.2280537415,3243577.3876238093,-5189.485634693876
CFI,360927.6835891156,0.8999267479667821,3651.110010204197,0.0,-1666.1611897958792,385.19716666667955,14935.00653537421,4795.664155102102,-3739.2394557823427,344423.853957823,145884.2816789116,76481.42707687075,123382.28708639454,-2652.0651224489557
cSAGEvf,360927.6835891156,0.8999267479667821,531663.1105310828,1399774.6856079306,382023.7423776486,-183655.79398903437,115886.9585585976,-81957.90498221852,329396.15590200573,1575504.8404959124,388316.2422636482,-103522.67300030543,2267097.2953467835,273015.8773441287
scSAGEj,360927.6835891156,0.8999267479667821,-4176.3906555232825,0.0,30.492159070505295,-151.44589360267855,22246.746367649874,1098.5722237859154,373.0517193543492,132942.95218659617,83348.87790845882,33727.912651101244,29674.91133988165,-4308.217300830118
mSAGEvf,360927.6835891156,0.8999267479667821,77199.22368064523,-56561.12451040931,-84242.5475131371,-201475.91362948203,-94424.21799091529,-20228.8953977474,-8428.201628079172,1616470.0233315974,-15201.717566588428,242442.38324214608,2092964.4428940606,-482.1473603094928
cSAGE,360927.6835891156,0.8999267479667821,176334.31917091762,677463.0920881726,113431.6085517962,3630.053373853818,12223.258864537669,3451.8145127395323,160982.85567344129,715451.3281399639,252229.39695779711,20427.280893758612,970671.5150357415,213313.97276863502
mSAGE,360927.6835891156,0.8999267479667821,15155.684043062985,1084.944382195175,8090.614322040802,3175.179163803944,11390.73718282726,2659.6720561646284,62961.03383439852,1130819.4220422716,290308.76875673723,22099.194641960312,1776270.7470999851,-2174.5497827729323
LOCO,360927.6835891156,0.8999267479667821,928.1803013605531,-6293.9243265305995,5505.678708843654,3269.467167346971,24793.933564625855,-745.0699013605481,11804.048643537448,97639.0700278912,102282.39735986403,34872.75714625855,-888.5571897958871,-21537.916182993155
LOCO-W,360927.6835891156,0.8999267479667821,115899.13237282999,181748.8774541335,5180.8797381235145,149275.1967319022,13203.443972309904,-97064.86593284553,180139.51368023906,55596.00858491882,50002.47091626958,-62209.82037830819,-152372.25537323861,-94283.22389230179
LOCI,360927.6835891156,0.8999267479667821,945895.1063587493,1186130.9870433519,1094984.0462835622,27993.200043280143,-73924.06966110086,-17552.902591839433,466806.2115566721,901504.264771115,-974020.3305110978,-756675.4515000805,2760268.7654,-1178961.2109360546
