method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),317542.0711184385,0.9142088719870156,3996.282492409722,0.0,-89.12537668168079,5821.250588201976,10209.96015894966,3313.318997050781,66191.22689234486,225354.72115420894,59514.518370954174,75345.55847283179,49401.261531651195,-2102.1657715215697
Sobol-CPI(100),317542.0711184385,0.9142088719870156,5080.667741344273,0.0,30.12789418450603,221.6121669088163,19647.57929991298,3751.743755302862,39986.95683141647,177562.27870326964,33756.17295219384,66488.583442865,55477.28012773994,-5754.895588040172
PFI,317542.0711184385,0.9142088719870156,39670.414143699454,-224.97691258625127,15537.281903538038,617.7562368024956,35056.127619228966,7735.568583933985,43960.840209771995,1748580.5818647556,207475.88407090085,106754.7867475138,2667082.7673032554,10786.873283836467
CFI,317542.0711184385,0.9142088719870156,10289.604465560347,0.0,-336.2492005744716,-1066.4546122440952,28025.74417252111,-266.73369255900616,87728.64902858855,489697.143004837,104750.59978899505,122381.91644067586,97302.67100748117,-2036.465743699926
cSAGEvf,317542.0711184385,0.9142088719870156,566740.0630035396,1423238.9546752367,679699.885683598,147072.091564707,-23950.939068838023,116952.16964162841,377125.6339819087,1666776.1193394898,198165.55025238777,94367.64968502801,2389559.8677563155,616135.8990606181
scSAGEj,317542.0711184385,0.9142088719870156,2805.8467424815753,0.0,135.45574917155318,75.78769517701585,19747.874484875123,2826.4478398188367,34436.25729412591,188915.15827733977,42983.98470882699,62045.30795583508,58508.22108283819,-5200.705466387328
mSAGEvf,317542.0711184385,0.9142088719870156,133499.27314066328,38574.34246704867,-107624.28290355531,-111922.11064693471,227724.81052454747,-108853.15494003426,-27310.93630832946,1488832.8945353841,1463.6745799430646,57504.6138024549,2496829.1540621673,-79714.4247713387
cSAGE,317542.0711184385,0.9142088719870156,223501.56284332176,685749.7803557693,185641.32982126565,4145.759089498662,17100.60461044264,7591.288515817501,160486.88463043235,695987.7190571899,146161.10600211672,91864.86855957481,1009285.5250229698,232661.62598510904
mSAGE,317542.0711184385,0.9142088719870156,95926.68688915165,-236.9928893004145,-32670.172252018252,1181.090876717216,16059.312521442427,7298.908941466892,94519.79989977273,1172262.913333715,96764.41053908867,121748.84238813516,1922490.0033805314,-38381.53685869087
LOCO,317542.0711184385,0.9142088719870156,3682.506137970253,-717.3627986595966,-1393.5216894190526,10766.933738071297,43828.269040551735,13969.763442141004,6402.9740971594,102655.0244662044,48167.241260080016,62127.556673271116,54838.014474660915,13983.472018038796
LOCO-W,317542.0711184385,0.9142088719870156,106962.27332298181,126997.5664640438,-200410.74435514523,12488.946064821865,-59077.59686986924,163687.69339072081,-268176.71951932024,-148388.8294348433,-27029.124115626022,115749.7174140588,69950.74449201825,-122453.85057627838
LOCI,317542.0711184385,0.9142088719870156,1308006.9316246002,1404234.5914099673,1393581.51036165,-8528.36062505003,-69175.14589981642,18977.027332599275,363063.6938547753,1569842.8068391746,-56400.54795061657,156210.18899525655,3144117.2341381726,475165.16087580845
