method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),384220.8594610002,0.8882099706896511,49034.65986282585,0.0,-224.94956747928518,0.0,9009.082873887004,9696.89350360757,3892.1748044079577,420627.6993663785,57991.24573448309,17376.538230003556,28862.389801547135,4764.744687604689
Sobol-CPI(100),384220.8594610002,0.8882099706896511,112104.14811130337,-2.881567371953832e-10,-774.4554134784843,-2.881567371953832e-10,-9959.27053843354,6262.806276460513,2433.7857117528315,306482.8666553868,30849.36015196001,-658.4049918143642,29420.80593553342,-4926.697971306149
PFI,384220.8594610002,0.8882099706896511,96653.08661487343,4002.6791176052643,50848.557534389955,0.0,9820.355552974972,38620.073761857,9871.947081251477,1995773.214644634,356948.2020839931,74088.67641733441,2375571.6360989674,13810.354890407587
CFI,384220.8594610002,0.8882099706896511,130616.50334149011,0.0,1666.706093191402,0.0,16801.817900723603,11069.584106651775,19853.88755923405,737134.8795701857,185958.57929066324,101541.25582769146,63227.97322847158,587.8762435321696
cSAGEvf,384220.8594610002,0.8882099706896511,648083.1455538995,782006.9632324716,109978.54351071082,79694.00713285664,-52003.62027705321,229016.00056689698,338716.3095467589,1516443.5136647134,148182.71809774078,52988.83306183154,1449369.4429070696,572882.2260221154
scSAGEj,384220.8594610002,0.8882099706896511,120769.5551288359,0.0,-665.3987051305012,0.0,-14175.05326996831,7683.5481009118375,5967.271213802684,292703.7619260051,36651.44761318265,-12238.97334324033,31155.508586637385,-5555.829036240117
mSAGEvf,384220.8594610002,0.8882099706896511,320456.24907887774,-936.3383519900963,-58647.73165401165,63961.97399182478,-158273.5847321581,138394.055565828,104391.03522754647,1468630.9200477991,220003.73143549962,120371.65775376046,1739329.0340443002,-129608.38133342331
cSAGE,384220.8594610002,0.8882099706896511,319098.9192193386,491316.56616707565,46894.71836450239,5081.269120629767,-4179.432725725787,14707.741522474693,153499.96235705554,891860.7627988962,166663.83157829574,51688.54099968095,716931.2860583948,269803.93877781567
mSAGE,384220.8594610002,0.8882099706896511,148687.65332162863,18734.790793919663,-28164.998400234348,-549.0433258758284,-5793.765000492731,14538.50636469837,50631.998866688235,1286619.3818208536,152388.86982458693,66252.53498703777,1432069.3967878963,-11213.179374700996
LOCO,384220.8594610002,0.8882099706896511,42546.12577450607,0.0,11692.319186742301,0.0,8741.809820210561,11661.109126909578,-14801.846022518293,76914.05399888527,62558.88063735212,-18376.903001866478,-18711.793964710785,-11709.964979106386
LOCO-W,384220.8594610002,0.8882099706896511,146897.46951078158,-52368.97344217354,-50093.26370536704,24553.873466533463,30333.5773257713,85112.48100689247,-46794.24233673638,49627.54946689008,56554.505642061646,74659.97820271518,-113947.65332036543,-173717.98212264327
LOCI,384220.8594610002,0.8882099706896511,1424903.4235715498,674350.425251456,1265609.8984721052,0.0,-70673.18297850434,-11886.84974653367,293044.5109571195,1367427.4492140333,-22613.13223070046,-515428.2201653104,2569880.0919700786,466052.0165142263
