method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),489482.74546462786,0.851282302157369,2951.9401897156786,0.0,-782.9602771112986,-244.26165310898796,14756.478290134983,17215.80073568874,12878.063071454846,424207.39721673075,46685.37054161797,61026.23022931395,66061.07634622307,2969.286233431514
Sobol-CPI(100),489482.74546462786,0.851282302157369,-136.1579234377564,-3.4578808463445984e-10,868.0433679292541,620.420621185031,21697.62264089751,12352.686818945049,23597.477782699672,400035.4748892332,16492.38552076161,53418.19884364567,69912.05251623986,-14090.24426561001
PFI,489482.74546462786,0.851282302157369,13129.310069740692,-48.957894961349666,67758.5913206765,-984.86456097482,40010.398266777396,36626.165610148455,49225.38414616196,1343484.4986025286,175845.88330139162,209421.0551521153,2674319.9295914695,39094.899398196954
CFI,489482.74546462786,0.851282302157369,-727.0393706090981,0.0,1457.3855304543395,259.49798354209634,34894.67968206131,7187.9774256249075,17811.416639101924,823052.5386647768,99370.73623453418,102995.18004282308,90019.65312608064,-8858.512978161918
cSAGEvf,489482.74546462786,0.851282302157369,620694.3485390642,811911.4307402447,504968.8924970911,-3621.5854945108294,-60928.018051432446,-123168.22699906537,84912.40291424701,1293034.4060836216,264561.379530346,-44079.42527946457,1955165.7870458686,261518.40030165762
scSAGEj,489482.74546462786,0.851282302157369,-6162.045640268945,0.0,355.42733361566206,389.4624823963386,22569.235189390485,9796.359346783487,22469.22661605006,436638.7979544273,22626.314900311234,55138.263416873524,77031.88043319364,-12625.77946418617
mSAGEvf,489482.74546462786,0.851282302157369,286326.1774140424,-238554.227092444,-46632.81668873411,-25266.049065778032,-24210.244838729035,-58124.50167343207,154835.01630806318,1137002.6911073476,92570.66790567571,45843.374486318324,1758277.077730755,117046.3254127265
cSAGE,489482.74546462786,0.851282302157369,158919.4592239618,525304.089673236,128698.87381563387,10436.275548213398,25968.620722085278,9541.37151109756,143609.50482080178,691251.8185392896,91763.56500636837,60533.691331903974,871277.9589235736,161751.4672714976
mSAGE,489482.74546462786,0.851282302157369,103165.74206973208,-1579.2090216714787,-50573.697203030395,882.6141380377804,28544.171189934656,19493.812834729946,73191.8418835247,896458.5661519952,103121.08269809278,88463.53315944539,1602912.6596787693,16549.45174488517
LOCO,489482.74546462786,0.851282302157369,-19170.600375997194,6286.207160192484,-18882.574168658117,-8091.343298001273,8491.382995094755,24144.040149693843,26186.318289983843,48428.86701183638,44879.373029307,43863.94945880957,19266.607365919277,20389.094887427986
LOCO-W,489482.74546462786,0.851282302157369,43726.020244195424,-107856.10279295518,-223525.88230574946,21690.288570277033,1216.7664009171017,-7990.296821147907,99940.71423110183,-56174.96091604395,269527.3280524624,-173070.223734763,-105629.14822360734,151310.2279030235
LOCI,489482.74546462786,0.851282302157369,848758.2598359203,753983.2512469566,912957.1871066089,39570.80380011024,1560.3101750705391,20721.164835970383,257420.98639915278,817204.0991207086,-703002.4009899441,-492440.96933439886,2330252.110821809,-539759.8607964986
