method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),531283.3137549493,0.8554380014631469,27970.70927267807,0.0,-1569.7199746122933,0.0,14134.79387038399,2264.400097810314,15846.839844842849,491499.5341311537,68123.82940403244,111961.37168980454,37580.294975160505,-3604.798010259052
Sobol-CPI(100),531283.3137549493,0.8554380014631469,82437.49707359221,-2.3052538975630656e-10,-512.3902846165785,-2.3052538975630656e-10,19988.98928796891,8776.781597600024,6197.191712840824,510244.092685809,131864.31520138914,154623.2670610411,55506.554623820244,-24112.27715124721
PFI,531283.3137549493,0.8554380014631469,108315.83622065664,570.8057860598201,36306.50564446475,0.0,28900.05337267928,26771.66453298577,80102.57837834978,1310405.26640444,647083.5869161782,236890.74582522095,2905617.701780653,-12562.568542931054
CFI,531283.3137549493,0.8554380014631469,92709.29121135327,0.0,-522.4358421014622,0.0,17854.940347653,17329.524858390563,12597.238203415181,876973.0363007558,402557.56576314685,184236.36707100377,73163.80641188717,-15341.175595214008
cSAGEvf,531283.3137549493,0.8554380014631469,708389.6438985532,958746.5099933528,387734.4064027355,103126.11839875951,-302163.2810855787,48863.444810427725,285308.7618374224,2009461.320229154,209382.75869948557,251689.77017874736,1815808.9253629013,392271.7195076565
scSAGEj,531283.3137549493,0.8554380014631469,86145.62278677546,0.0,-227.82697985996492,0.0,18714.912634277833,5876.817368308897,5208.028399526258,499946.5905529482,129356.14924732466,156990.0949192067,59394.64255330817,-20130.5754689413
mSAGEvf,531283.3137549493,0.8554380014631469,270428.24426760385,-37964.77460235078,-181855.46887593856,161394.78820938012,160256.0364647638,105137.36116238497,150092.44349602144,1752601.6626810087,-131864.15400234004,477577.049992296,1911059.8038900816,-157397.96181206964
cSAGE,531283.3137549493,0.8554380014631469,303354.1203946146,513034.86893543747,112008.48097591636,-84.59471034444977,29938.675150999363,10163.389094645077,158234.39229839307,995280.874434528,165334.01183390897,189188.71958519393,786678.160023982,7797.122864002732
mSAGE,531283.3137549493,0.8554380014631469,189333.28941561983,14712.420380901904,-4261.018344333797,-64.99067362203127,29923.947349627782,7142.998289220775,61104.18477774462,1210935.4795067473,189424.13883118995,164056.662872576,1410099.925859679,606.1025843854726
LOCO,531283.3137549493,0.8554380014631469,56777.01537331368,0.0,15916.635783084552,0.0,24266.642061377643,34099.33977773355,42401.09378813114,111077.87060723535,114810.52354518569,122834.91102148395,-32085.8922635481,-22137.247473091527
LOCO-W,531283.3137549493,0.8554380014631469,9015.238675891875,-222348.64984307176,-43740.73086301095,-18728.770364579843,97677.66841491027,132890.0798587231,989646.0224930554,-73996.2003591946,-53621.255129990495,-193291.50647289192,203352.8339963362,192328.48802940213
LOCI,531283.3137549493,0.8554380014631469,1251084.876678965,916937.1463978807,1469260.2855369989,0.0,-81435.10374360438,-31112.75166095281,270875.53260633023,1652213.7031904403,-247161.02795078233,144328.17521424498,2554685.094279633,-437429.0254826369
