method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),402967.53539884445,0.9048842750170374,3317.928882292006,0.0,5081.055394980154,-270.06072548095835,18018.324658577418,-68.48283771568094,40853.26616102041,356486.31921153015,77589.62661285108,36281.15920635749,65688.16529586524,14317.604772879597
Sobol-CPI(100),402967.53539884445,0.9048842750170374,4251.389804978147,0.0,4724.342366723554,-7872.268090340698,28603.065276077756,686.69782909265,22251.604089438384,370636.4102134511,66309.43500777836,-7822.3114913043055,65591.22012290246,4235.283526631838
PFI,402967.53539884445,0.9048842750170374,116814.35877784387,-217.67769838066306,16261.381640785025,3329.923007948848,79476.60823876184,6670.742211702571,90667.04642234836,1594520.8893023545,423788.67751211167,33891.961416897946,2820166.550383691,53552.66046896891
CFI,402967.53539884445,0.9048842750170374,14624.061830154504,0.0,6285.574233716761,-5388.756067261682,24700.94836586673,3290.706799979089,92806.01247606036,695928.6708485989,184778.4025484608,97934.95153731928,135517.86668237782,38280.945908628055
cSAGEvf,402967.53539884445,0.9048842750170374,548100.3174266131,1655550.0891507645,191497.66588826012,7150.7259490331635,-45618.561955064535,-18961.767912901007,401719.27670279844,2042150.3214486388,245322.40765395437,98123.87651441898,2372173.1655171616,597619.0061103189
scSAGEj,402967.53539884445,0.9048842750170374,1280.142246878997,0.0,3452.8659958723,-6102.757440321788,26260.52707591682,1147.9047748679295,33265.29491830926,349077.9228202416,68152.00369978062,-7859.710158220085,65576.84540591534,1583.3854833648656
mSAGEvf,402967.53539884445,0.9048842750170374,69235.35515212826,2032.9902254398912,-277367.32206351124,77177.01024161931,50392.364063413814,-83790.50463918131,-2063.182273830287,1793251.522259567,252953.904461029,130430.22885278985,2602627.094092557,143938.55898472853
cSAGE,402967.53539884445,0.9048842750170374,204376.631203875,807303.8498933718,111398.6933451779,-5480.266793175325,10999.041385061957,-4499.704571822363,225216.00976230283,963797.7181625422,271495.67056205845,-6479.077234184513,1120839.7448393153,244806.2746276641
mSAGE,402967.53539884445,0.9048842750170374,143695.09303800442,-1013.2850451702501,-82877.9067476319,8514.995016645717,25073.8723782678,6602.8551836756915,113247.98568280418,1329900.6109445996,250736.19544996833,23792.094216540278,2054928.979860688,68579.32609746409
LOCO,402967.53539884445,0.9048842750170374,-14396.362416323274,-3530.321863658086,15709.590321646887,-24740.825167926378,35558.87660258531,-2981.5180950867943,65800.72481214744,155762.02661222412,52168.44440279732,-43372.197079523525,61880.54744392756,3781.1935387453996
LOCO-W,402967.53539884445,0.9048842750170374,-243168.64229617128,14422.152630433577,175059.63473898786,-22376.247656918047,38729.0113867315,-51149.484982379516,-55457.897327719285,53293.12577350142,19560.0456494563,18264.612462509456,-65985.63209279854,-122317.42053361674
LOCI,402967.53539884445,0.9048842750170374,1752496.3765761377,1638190.737278855,1833643.68955306,42914.56158992462,-70156.27776331268,-16284.132081668824,356265.09749617334,1632025.806428573,-204752.91323715448,-267932.7152150376,3550053.1124730115,289013.4609339582
