method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),1002326.1432499123,0.7396739099636954,84403.61215045949,453.360705647734,491.1316118829418,-215.68057759694057,2637.123859012325,3559.3096110207844,15905.947439982498,311067.8547073595,-16206.884076457005,-19189.477226787247,-716.6221484679845,-53639.08995566727
Sobol-CPI(100),1002326.1432499123,0.7396739099636954,144384.2043421221,919.0680348303971,-1219.8828351685067,-5472.114204453525,-3669.482193563115,2454.0096854876338,-50835.82214844911,233074.29499506482,-36915.1486466029,-9567.229687456978,-5141.572810308708,-82687.38037372725
PFI,1002326.1432499123,0.7396739099636954,225545.04763232253,-5425.493228067877,350574.9330328171,3964.3506963321706,67455.63874592062,21480.51958864648,143989.87580222602,3157665.0267135887,967.0952878613025,-10288.169540517149,2489794.4069079347,3906.978370152996
CFI,1002326.1432499123,0.7396739099636954,173161.85649266036,375.3987796276342,-5209.858333079144,-10541.939606111264,2844.924928663415,-26302.71702168102,28243.368240779615,571222.6302869887,-35575.50773268717,1757.2656455297256,4549.50973946671,-84309.03492450854
cSAGEvf,1002326.1432499123,0.7396739099636954,765002.7141449964,1183384.8424248262,-9001.349498228636,-55205.61976356385,55602.690802712925,-91728.26146934927,-9834.926822685171,1606266.535631191,78930.2926323819,301336.1514167236,1156154.0789801772,477009.59939373384
scSAGEj,1002326.1432499123,0.7396739099636954,153482.2078407664,768.7058691401035,-3885.5955982287414,-6147.452556146076,-3176.334919991088,-5672.380245247623,-38353.739931398304,176890.22347332945,-38834.48558091931,-27689.143094194587,-6347.9555907449685,-86172.53712339664
mSAGEvf,1002326.1432499123,0.7396739099636954,432088.87694224855,73798.12499220343,-505916.71726725023,153034.45131700765,-61683.24835784873,46691.66764977574,66915.09819423733,1732518.487409865,-104948.59989608172,237905.6830726792,1219600.363699038,-443765.39587253425
cSAGE,1002326.1432499123,0.7396739099636954,298358.2672177297,603975.2003804058,55935.707212416244,-89.75067154536261,-12582.377396264888,-7753.9241584358215,65637.30872919848,947556.209420558,122762.82251350586,36873.53626191472,532761.0311277448,313423.42283130076
mSAGE,1002326.1432499123,0.7396739099636954,240705.58576141132,66534.97232097037,-58404.11012270189,2853.7563915996225,-28181.85295809735,7878.999221421615,98903.99387016977,1704554.656206211,-29731.341448291325,72891.80140658915,1180093.9256957928,-295356.5709615464
LOCO,1002326.1432499123,0.7396739099636954,26329.454859039397,-105791.22518339392,-88421.71986466192,-83059.12945947296,-146347.76648131874,-72667.84303699178,-69558.80009353952,550502.6149120334,11471.045801863424,-181587.90529066813,-140200.95279823942,-116870.0356433515
LOCO-W,1002326.1432499123,0.7396739099636954,-82338.8678823684,64742.013179861766,276516.89018453786,79403.08947872206,236793.2789773919,-152088.65645539516,-64365.01529166012,21304.524357468727,176382.37954667528,-97756.72032397869,27599.59148115819,-14124.206584530586
LOCI,1002326.1432499123,0.7396739099636954,587050.5900552701,1107075.2854666589,173052.13870468223,23273.417497915216,-920.5684848781675,-28298.20162084978,141993.34317990346,1793173.5568312514,65624.21509986417,149774.026699855,1161065.5333541343,496201.93983791955
