method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),856124.0659558432,0.7747746662006526,117407.31592635316,-8862.88338913559,-5650.15445787058,-2139.3825695118867,1336.1932310301345,6727.12352277129,34639.01707447978,903990.1505543152,31373.248032254633,52737.30480372987,-5373.154834418674,584.1379065764486
Sobol-CPI(100),856124.0659558432,0.7747746662006526,129165.77442763628,456.5066968765119,-2587.1146589870295,938.7143910981226,-1588.0842534670753,4810.270051784481,29592.18840829943,793347.8578981237,34668.42408006259,36885.171733390875,-1274.4372873329603,-125.1872558731097
PFI,856124.0659558432,0.7747746662006526,654903.687034716,10924850.469545545,858490.0240245535,-2410.8963571192,6742.9525675065815,28073.451039702166,91689.83866065601,1710951.5793647896,108915.30255937972,87618.66336368222,4672843.483733891,84.60632187919691
CFI,856124.0659558432,0.7747746662006526,249954.9645145383,18709.164973822888,-8866.447249275167,-11618.32184227521,8554.286273818114,3647.322737594368,81468.37146654993,1396497.8526265435,58319.98224888289,121337.47091535896,-22939.56503537856,2202.958934543305
cSAGEvf,856124.0659558432,0.7747746662006526,783475.9033747432,1061208.6118236324,411242.92223815713,-224000.48094167374,-37452.05124525633,-165205.263841833,183043.19266479835,1572689.0593762472,-35597.25264396565,82633.128376137,1514095.7174683032,106652.76250870898
scSAGEj,856124.0659558432,0.7747746662006526,131217.97738118807,-1626.343446868821,-1451.7888258699095,1912.8723554121098,-999.8618169854162,5003.714905896806,33691.057840095134,813625.3106916015,35090.32189269457,40287.766080270056,648.2105923801428,-161.95921623636968
mSAGEvf,856124.0659558432,0.7747746662006526,641359.4896565955,-725170.9930668212,423240.9586861171,79064.3600305887,-28685.290699139237,-52894.51263705641,79841.91519550513,1629339.2772403802,129402.1805582717,278585.933244898,-6522016.418231376,26877.027851786464
cSAGE,856124.0659558432,0.7747746662006526,351942.3489664,521930.374781135,122033.61323772688,-32417.07708157186,-1180.1896834601305,1227.0013339914526,148024.87786588844,1135448.1825170363,78356.53246038228,67265.22337963824,630498.9737694754,5229.788459400454
mSAGE,856124.0659558432,0.7747746662006526,509734.41491980007,2337843.3419808433,465419.44673419726,-16121.944998207116,-4466.773613404597,8910.01113032776,118468.8073014165,1308350.2274201275,87416.3728143562,91900.92106871631,-1879026.839363096,3728.5928392815686
LOCO,856124.0659558432,0.7747746662006526,131249.60185608338,2416.0575443428243,-2628.1752941666637,922.2523013710743,-1801.5452205248876,4479.579905074555,29445.09480382956,804000.2765277819,34775.75731542881,37719.414182476,-1489.061952107586,-406.7476010977989
LOCO-W,856124.0659558432,0.7747746662006526,261273.987286696,-155026.99338422169,78053.22124030828,102116.56138822653,71357.47405155681,-217322.1133887063,-11909.334255927117,-199935.41613428647,-237326.70432853705,152747.89833882646,49790.99038891269,69598.06988466963
LOCI,856124.0659558432,0.7747746662006526,733514.5718275788,998534.9482482835,379206.0848450442,-98849.93526625726,-304.5668274885975,-11550.28724717116,291968.0733395689,1623590.2088311291,83721.86441395571,147080.94390365714,1482890.626060382,12973.99803283764
