method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),856126.0111372299,0.7747741544709342,117368.53557999863,-8858.136408248334,-5654.830659858708,-2140.31929610559,1331.8653417226742,6715.973434285726,34635.89662665158,277254.16052682116,23863.1663820424,43743.166025228624,-5407.0381317024,666.0452993427753
Sobol-CPI(100),856126.0111372299,0.7747741544709342,129163.35728638552,461.39745387377786,-2591.7072085430846,926.0880998401478,-1593.4660319411796,4807.682482172887,29588.429858703697,278263.88629519835,22208.951567106255,32703.372749703416,-1285.5154099973324,-8.724016959474671
PFI,856126.0111372299,0.7747741544709342,638905.9868131576,11647748.143358849,1035226.7316060747,8328.90661132196,-3788.4718274219194,5022.865009689704,89966.28921942995,1976707.9719746027,157846.204177332,163560.4586350721,4737027.859222671,-11772.819609161583
CFI,856126.0111372299,0.7747741544709342,283594.6756356093,5760.233837535954,2732.3499926958466,2186.3027025943156,-20427.16249635571,-2591.483730306267,12192.80526093673,606587.4210803816,36241.515642056824,118061.50959535257,-12031.82193308114,1887.0227323072031
cSAGEvf,856126.0111372299,0.7747741544709342,630050.4201302263,867013.7744558365,257013.40404128938,-49013.703087207396,132544.15853423718,71025.67439746624,197007.94302649703,1694129.2858658922,182514.61865520803,204889.35635743337,1607298.807548998,391980.3411683403
scSAGEj,856126.0111372299,0.7747741544709342,147497.11653481796,59.44815729302354,-2522.49229422363,1358.361564681516,-1584.0193991278065,5856.790606318507,22183.84887431923,287354.1380401328,25212.93542142224,33276.28142446093,1930.3978221582947,-1037.5214498508722
mSAGEvf,856126.0111372299,0.7747741544709342,681505.6777214804,-897222.1931102206,381421.73617135454,-29140.563968239352,32709.874122815676,-187577.77294835122,86915.69943716004,1638177.0672213272,184558.68810101086,-20422.870288505685,-6300062.262222914,53211.41273448896
cSAGE,856126.0111372299,0.7747741544709342,313121.28894577257,510839.81950913934,111265.35290806337,-27503.208872910218,-2884.2421668862294,2570.4087360611456,152395.2412887993,864806.9740933826,144601.0021733631,58603.85519042657,614963.6218714458,284756.2422761942
mSAGE,856126.0111372299,0.7747741544709342,510447.1757668541,2292137.6240274524,461017.0949257744,-16524.00240635474,-5190.397798283288,8762.647191290427,117410.72405308872,1274619.8195194216,98799.54142216465,87126.10296209426,-1829032.1804580444,27426.879683198407
LOCO,856126.0111372299,0.7747741544709342,131249.67105789285,2414.107707093237,-2630.1249544693856,923.5908456357429,-1804.33364008239,4478.042743005673,29441.595772231696,288245.1441105213,19584.98496794072,36053.148955000215,-1491.0063623982714,-408.6927824844606
LOCO-W,856126.0111372299,0.7747741544709342,-201500.47208515558,63706.880140758214,192970.37648169213,-30059.8974683439,-23798.637468127585,338922.178089404,-19152.479355397376,2900.4061256742293,109088.09990789575,-46096.218137868615,5431.409249383586,135115.4956729616
LOCI,856126.0111372299,0.7747741544709342,733514.5718275788,998534.9482482835,379206.0848450442,-98849.93526625726,-304.5668274885975,-11550.28724717116,291968.0733395689,1623590.2088311291,83721.86441395571,147080.94390365714,1482890.626060382,527574.8747454653
