method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),522548.6286397824,0.8793527621520887,10880.886350506946,0.0,-4.599797790608136,2180.7178899430146,6347.3338988212345,-1601.1989453391288,26947.231249957782,343882.72712696414,38107.175687056064,40818.393452723016,66333.4070889141,4934.686531832005
Sobol-CPI(100),522548.6286397824,0.8793527621520887,20813.039762644374,0.0,-1121.1034359368334,4147.062801494376,14456.345230835263,3339.2894667190026,-3626.9994452801457,272463.62868699327,60146.61366146947,26334.128846884832,49273.903963079225,-3642.186451788489
PFI,522548.6286397824,0.8793527621520887,28299.609766045178,-1572.9392056714278,14049.384531752614,3622.1314275994087,48219.830215300375,8894.66135038907,25138.45495571074,1740442.203054855,337900.2021623856,24837.756924123212,2896360.4121719445,12234.349179526966
CFI,522548.6286397824,0.8793527621520887,23527.09178530128,0.0,-522.1364898759639,2963.7415172847104,8217.414334216446,5331.4556580526405,27383.07614161336,570640.0620432852,33855.517581305176,31834.920347824165,127517.48748880933,-13350.965576321527
cSAGEvf,522548.6286397824,0.8793527621520887,1042839.1411064295,1504972.172035607,715879.7851225622,-57132.35033037792,24346.801741259173,61456.58974368404,438528.32264413126,1807217.569353159,203303.14794881642,303155.4335033442,2642800.206724624,721785.5788133377
scSAGEj,522548.6286397824,0.8793527621520887,22141.61444155121,0.0,-940.1993209648645,3232.5385810795124,14724.94721547392,1549.3375133140362,-6290.757654519111,284454.266348562,63692.29517446766,26867.935659727373,53070.48790125939,-2839.786627444206
mSAGEvf,522548.6286397824,0.8793527621520887,-14446.617342202924,-208271.76365869213,106824.9239230305,74824.63710073661,107000.61877526343,72683.0366835678,144307.72950902116,1593509.96206086,78335.60695537273,192928.9277840727,2649463.230353402,44089.433215202764
cSAGE,522548.6286397824,0.8793527621520887,280230.1983231459,807292.8375034953,176741.78046801468,7878.28785806312,19228.394559054424,3731.5628029302716,111178.56504314583,807693.5746417436,199548.66620453427,77448.02891937287,1148039.9472784905,237326.72542732905
mSAGE,522548.6286397824,0.8793527621520887,37289.85656420886,2791.2172291856605,12234.727060343905,5981.228300246665,25110.63832765122,2857.0212527132003,37390.39643654597,1281732.492797584,200911.50686817252,75841.06493357198,2217969.6952889166,-25843.79906839716
LOCO,522548.6286397824,0.8793527621520887,598.3218413416762,-2073.7913237260655,7439.790816414461,10414.512637466949,-4012.159439162235,-1306.400854452746,6596.254736029601,12582.687656011723,31370.005606067774,12849.672931230336,-2145.3644359408063,-8796.793595664145
LOCO-W,522548.6286397824,0.8793527621520887,-61837.449091591705,42832.40562889585,-85984.79657387434,46653.08720713873,49637.21160755697,126050.16365971674,200798.38394743405,16835.3752268584,-127493.2494316908,-724102.3718242982,231533.07747426323,100071.78402314006
LOCI,522548.6286397824,0.8793527621520887,1621715.5588631192,1553484.369231142,1805125.7318636477,41069.38762364071,-40295.432091539726,-39242.4551169537,294732.5981943491,1768670.7989243674,-207324.79421452805,-89676.65357964206,3474716.5972350687,-122686.36115301866
