method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),381883.56452367833,0.9020193745857404,12491.699908816256,0.0,-1383.2685005990497,198.9487806080724,30023.157266277907,751.7145296913222,81484.86618863497,317105.645035099,91946.44540192586,54996.92156800785,32277.253870121116,4790.0665015117265
Sobol-CPI(100),381883.56452367833,0.9020193745857404,25637.2664601504,3.4578808463445984e-10,-2078.7248933352967,-683.9184798851222,13050.3131483927,1568.86104925531,75068.91398305935,259304.56935768606,50163.70672582548,85837.85155942863,67399.49445964914,1842.5495701274342
PFI,381883.56452367833,0.9020193745857404,51997.33105268265,1282.5779775422998,12988.2955329236,3764.5094119987916,44766.60105731466,5199.944591051608,72852.58537827566,1598845.0403093358,405180.7912214032,251023.96258814467,2821124.847159226,96624.7319943608
CFI,381883.56452367833,0.9020193745857404,37043.3694804628,0.0,600.1257390069659,-1464.3694790547597,14401.003647989768,-211.5298937964253,210954.29997164762,834648.7073283847,87027.90599789418,59811.94625111977,96817.38912783685,2674.5435084986966
cSAGEvf,381883.56452367833,0.9020193745857404,646305.0626142933,1619014.0783898542,266273.152485705,-191429.35300092958,-137351.9367141393,13451.284519379027,211141.72868825123,1673388.992035246,79258.43796936888,110453.9566908041,2514354.9692607746,313727.22885361733
scSAGEj,381883.56452367833,0.9020193745857404,25350.244093351008,0.0,-2310.48435030767,-179.19710135896457,11700.883640386513,1302.550164146698,103256.90476453467,267373.5538264723,33404.212990338216,84488.90538986848,65379.446618003836,2175.084446855937
mSAGEvf,381883.56452367833,0.9020193745857404,307666.75118361507,83942.29500766192,-289482.0075159054,-172069.54093449842,44060.680113920476,161060.25550649036,290194.05220826017,1810298.01718562,318863.6672636685,176887.3275796217,2455455.3314742465,-113410.17705359356
cSAGE,381883.56452367833,0.9020193745857404,227147.57091061436,845164.4020453567,110666.62560298736,-7151.143221346922,8540.945160876745,-2128.676510267797,150020.62442971658,801502.4108881075,122729.77880062988,113992.95009421268,1109965.3959520513,226178.54486580926
mSAGE,381883.56452367833,0.9020193745857404,107050.72380418051,-1552.098508232043,-70260.55616747719,1491.6836096500663,24064.0671030177,5132.38429642313,78933.83084033495,1240788.6004279843,87842.01517907395,143602.02012895612,2048859.7224984346,42253.77953189775
LOCO,381883.56452367833,0.9020193745857404,32235.71334713261,-3636.6909793759696,7027.00580208149,15853.10020930937,20756.82891129091,-2824.1093201515614,22026.411715622584,81047.39477634302,18132.017911912117,56918.789378157526,-25288.62692846841,5139.86157554423
LOCO-W,381883.56452367833,0.9020193745857404,-26326.89086430613,-87980.14533973087,51569.60148464063,24635.39195843258,32157.74869637261,4811.079987566831,44218.98182183856,75861.42465048374,128614.96047053344,-78599.06824670277,-101398.87670359194,65454.56632764212
LOCI,381883.56452367833,0.9020193745857404,1245533.3621346853,1725802.8256425103,1465051.6654166323,6772.796571713407,-17194.55726182228,7376.921360365115,201669.50242453115,1661312.6474283705,-862407.1804504325,-291475.29210292036,3218534.1238516998,-1170770.2625632645
