method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),662676.1399355156,0.8256660912210152,0.0,0.0,-1584.7698770151474,0.0,887.5000763105345,1713.2857316395966,8318.903502891539,628765.1561669767,160061.64580625325,25037.57771101175,126424.1187448097,9123.549617520475
Sobol-CPI(100),662676.1399355156,0.8256660912210152,-3.4578808463445984e-10,-3.4578808463445984e-10,-11611.71137289626,-479.6691129305677,4033.249508967683,1807.6729410054797,9312.359284552847,405391.86778036226,-13665.480763505393,-17325.104998099956,148931.17785541373,-11535.099258590812
PFI,662676.1399355156,0.8256660912210152,0.0,0.0,126829.71649050561,14799.619047619053,28763.871794865816,15846.930556781008,52637.090552104404,2069559.9187900026,692022.7487877111,32288.788913963013,2993852.5005011614,-6648.782568374183
CFI,662676.1399355156,0.8256660912210152,0.0,0.0,-3169.555166445207,0.0,13057.37866650999,1319.756351520191,55641.449111061636,1170183.5703730553,100806.68559663882,56908.27322896768,265491.4551973636,2099.7415097008925
cSAGEvf,662676.1399355156,0.8256660912210152,695549.2336023333,1086686.4367904882,810415.452271949,205140.0541688488,229588.45058176012,-165307.87085070927,220777.44514254807,1706787.9061541338,182086.51163633075,-8008.332624857314,2236821.7133035054,-99698.21195795992
scSAGEj,662676.1399355156,0.8256660912210152,0.0,0.0,-14739.066820459675,77.78986666654237,1770.5638303607702,724.496336185839,2356.835906498716,419314.1013894812,-30721.70956564392,-10217.190767529537,102950.10363406898,-13094.8173508849
mSAGEvf,662676.1399355156,0.8256660912210152,39348.6838807147,183221.7360921572,-46343.610968162306,-98714.35015753657,-17101.835832989775,-33845.46805577539,224216.12411427498,1460966.0351987244,-30263.52268856857,45516.137008285616,2177733.295677416,-13394.457894975785
cSAGE,662676.1399355156,0.8256660912210152,249210.0019034453,598830.9933149408,155979.57423322805,-9755.05348676059,7079.652708071609,6474.852682817018,127466.89662094697,898411.6799200664,130321.00790614242,22690.689363132733,1023422.5933393581,24299.048047347613
mSAGE,662676.1399355156,0.8256660912210152,-237.4978916792459,-372.16410439463584,33036.60505348443,-4069.902638202571,7577.230492440664,5295.065318786816,40285.60652316324,1133165.6554525057,201967.1114367159,13502.764097695686,1809019.9556199692,-1944.0453023768418
LOCO,662676.1399355156,0.8256660912210152,0.0,0.0,7605.071356256027,-17882.806906763,-32682.17910267075,-11230.559362508473,-13360.509689108469,74123.77289291122,59574.707308078534,20065.806977680186,46875.522858265904,-9278.433503941284
LOCO-W,662676.1399355156,0.8256660912210152,115355.16589559522,156919.07067844574,-106271.53495969062,28839.930401473935,-411558.4862266212,-24043.730653276056,39812.95071289716,539905.2150645158,41289.03767005,-129798.3591626536,53032.49543644229,137279.08379196603
LOCI,662676.1399355156,0.8256660912210152,1559569.5017914246,998534.9021322555,1522667.0685018008,-98850.29485550849,-45628.25706817163,-11550.339849074837,330567.0934672095,1525597.0242762533,-935552.5565561894,-361834.09971077275,2719796.3159997864,-874467.8613493815
