method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),856124.3798937857,0.7747745836112467,117368.15548789554,-8862.586336258857,-5649.7704213679535,-2139.259748399607,1335.885696401063,6726.58733628731,34638.54893702135,823666.0963954283,32679.643527157314,50509.776970597624,-5374.043428509147,714.8011924433522
Sobol-CPI(100),856124.3798937857,0.7747745836112467,129163.98773799492,456.97408074024366,-2586.6320542782537,938.6787928809126,-1588.721193896611,4809.933134713464,29591.619214990136,742697.4184065622,34677.03556076642,35688.56203480207,-1273.8166057176215,59.030286907933025
PFI,856124.3798937857,0.7747745836112467,604269.9666264866,11195312.873881409,860761.9980480388,27269.197680832352,-20355.936833410058,20346.25708358828,105025.79135684203,2280375.8449498215,128657.29702372687,93853.44396340661,4940327.717034701,1319.697892917553
CFI,856124.3798937857,0.7747745836112467,211895.13616770634,11465.973426581826,-5523.259696756955,7226.55840654031,-16555.262409850373,29799.91687358741,38265.72031880403,1377314.249430072,58255.344382412266,75269.23597676179,-4518.505149947014,-154.56845475675073
cSAGEvf,856124.3798937857,0.7747745836112467,533547.0495109423,1062164.037673518,443571.33994237287,-92095.94617050327,-32768.66130227549,-99279.13024803158,229263.32919433803,1709334.6944841365,284717.47069781506,-28539.669117333367,1578210.0893141185,355451.2026062459
scSAGEj,856124.3798937857,0.7747745836112467,129250.82177219378,-1199.450646703248,-3489.7023613798665,2701.3774236280005,-1966.605297097587,5933.491634444334,28254.144249390578,764822.0824914352,40242.08677644713,30348.43370519462,-1914.2289357169066,-349.9598485121969
mSAGEvf,856124.3798937857,0.7747745836112467,580969.5073028472,-906885.1152474503,491120.0252693658,64531.17792741442,-2956.224379452411,-2212.304446473252,355970.49889571825,1494756.2666633246,-11929.214888168965,238651.2087163101,-6081639.331893947,19570.644390281755
cSAGE,856124.3798937857,0.7747745836112467,350756.14185204165,518428.38070604485,120451.11504419339,-29862.51319602669,-1977.8755800679376,1373.2757639516778,146603.78907279202,1100173.0401458493,84201.81592821084,65736.81674801782,630584.4726788388,43960.77730181251
mSAGE,856124.3798937857,0.7747745836112467,506082.6451188073,2361266.8960966817,460114.48248723545,-16271.541623012123,-5900.808425628159,7535.1027088952005,117252.54214687287,1312731.9882042408,89570.23269752375,89246.80818722704,-1902576.1917345056,5821.357558659049
LOCO,856124.3798937857,0.7747745836112467,131249.60010161076,2415.743482801947,-2628.4893169257557,922.4598515420221,-1801.9749382738955,4479.343660474755,29444.56988563703,755070.1992868237,34123.73492267402,37896.74921109411,-1489.3761059194803,-407.06153904029634
LOCO-W,856124.3798937857,0.7747745836112467,-209213.03254653525,-56184.754191673506,165992.3831050851,-87890.17087098773,-262835.72268544714,-119170.93019818829,57487.761275627665,-41661.17016050832,-3250.4559637357575,134428.17616251187,165118.84743564465,41310.61234010028
LOCI,856124.3798937857,0.7747745836112467,733514.5718275788,998534.9482482835,379206.0848450442,-98849.93526625726,-304.5668274885975,-11550.28724717116,291968.0733395689,1623590.2088311291,83721.86441395571,147080.94390365714,1482890.626060382,120339.14230409125
