method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),588279.9324605123,0.8371056894083837,67451.82300285372,0.0,-2476.6144228706253,0.0,2177.1038006721064,4827.718317250314,9527.127033765311,629609.2023946068,123871.80818065739,98890.41511480574,23786.36850766733,-22215.67472251819
Sobol-CPI(100),588279.9324605123,0.8371056894083837,151784.60107452242,3.4578808463445984e-10,-1059.9171961752218,3.4578808463445984e-10,-3783.1002393065455,4975.182160841749,14371.54414290954,651869.51586464,127770.32228350687,122423.37825024792,22495.0712774161,-49532.233345832
PFI,588279.9324605123,0.8371056894083837,128537.39390810476,3473.9922931574984,27016.91249874304,0.0,-1065.320325100096,16299.700330824357,61562.97656515218,1639284.9752171065,410990.26149152976,169086.22234803962,2279876.8091692105,9225.693029433605
CFI,588279.9324605123,0.8371056894083837,161781.525051706,0.0,-2349.1460287907394,0.0,929.1051818946144,8204.47355044575,29234.634912866986,1082860.4920458216,230585.27034240638,154198.98544429487,38272.90447312372,-39858.5667571075
cSAGEvf,588279.9324605123,0.8371056894083837,640082.2464223644,1166900.9100886928,-217916.39648996992,-57888.31112244679,152447.6080885036,64342.854087666616,65058.602552047,1546183.1120620635,315720.99781906325,288283.64823063836,1611062.4028077198,-117694.78651179418
scSAGEj,588279.9324605123,0.8371056894083837,160649.92321651673,0.0,-1114.2106120487442,0.0,-4592.546641528141,5139.968466167571,20544.382952227374,590903.8986976064,140231.22623993806,120130.90590824792,25281.47679083573,-50410.30769698403
mSAGEvf,588279.9324605123,0.8371056894083837,59565.44509270042,18629.02478314424,-64509.26154239009,326089.7105504046,-248993.1670515067,5546.288676625118,97517.52703227336,1146272.3335246225,-28748.617129007354,401920.2465405995,1773211.0136674808,-120083.27930723086
cSAGE,588279.9324605123,0.8371056894083837,352547.9047637985,617854.2015238794,-70096.28003457726,4707.931404792908,12712.472202659887,18598.375144388887,99868.50398313449,1012399.3596715676,160505.10041869283,168274.48381930465,786340.1097368407,-42034.20312958927
mSAGE,588279.9324605123,0.8371056894083837,176221.46955557883,11783.215886042392,-16448.18639481606,-287.6650644076246,18366.07800191329,12366.560165028819,53808.07548725555,1099806.134193162,194955.71614120097,151206.05710653125,1481156.9325224974,-63911.735776917805
LOCO,588279.9324605123,0.8371056894083837,61152.01190620987,0.0,25345.00547624193,0.0,-9451.818112274283,24378.428194517503,-8203.247818371514,212204.48117654433,103791.60450959031,134550.55252407433,-25403.37987617287,-72304.3311785332
LOCO-W,588279.9324605123,0.8371056894083837,246322.392925252,-136698.92299692196,-12896.981856224045,-612948.1546432113,164099.8524377449,175648.16148198274,-55117.89476453697,-366198.497620898,56731.78365935971,148439.01963809293,56133.76516817082,-18836.312815538156
LOCI,588279.9324605123,0.8371056894083837,929297.1591059119,1020436.3961695898,1052874.0434497558,0.0,-44214.5554594025,39331.845524345525,118745.959824319,1327310.0043815994,-439548.7635843549,343420.6069917348,2502643.4306467557,-655100.1592766084
