method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),475138.0997360543,0.8750027696110111,5389.726220408222,0.0,-146.50710714276647,61.091415986418724,17192.230648299417,1992.8751799320453,4269.173837074923,265848.26938945585,71699.71778197284,40361.46124081634,77173.00336904771,3907.4800649660465
Sobol-CPI(100),475138.0997360543,0.8750027696110111,12023.308959253776,4.034194320735365e-10,135.1617314119127,1150.8439079278592,29841.790352070977,2480.1997868189737,8542.927346425304,281542.7039079482,42555.3999520247,37195.159612203504,89051.59183893939,-1193.7913639342994
PFI,475138.0997360543,0.8750027696110111,19512.596944217803,-61.85138503392227,20854.168936734844,364.71243741502985,59524.78458571434,13277.057614966121,54749.903799319756,1587656.216697279,663102.0064789118,31452.28108299326,2543510.1119,22394.97779727896
CFI,475138.0997360543,0.8750027696110111,12789.351609523932,0.0,410.66157278919127,387.9276088436018,43121.92296734708,5100.737635374302,59958.132684353855,596801.0017659863,59115.68612993206,76398.10679319745,143058.45328775514,-814.439568707312
cSAGEvf,475138.0997360543,0.8750027696110111,728569.3992892187,961650.6066075596,449858.8673868817,118963.08537551806,67099.9240043317,-191508.4302886729,100090.48902347963,1697233.2229988552,-56305.83937722724,42287.34780436242,2522262.660627164,370195.06782910274
scSAGEj,475138.0997360543,0.8750027696110111,12895.2819687546,0.0,-5.63860881223809,239.45056495052995,31006.037546851494,2104.6332204167848,10465.31130016665,295223.85429404466,46205.63690634834,41485.99528301362,80463.35851604398,-1974.4477171988692
mSAGEvf,475138.0997360543,0.8750027696110111,-40846.929554970004,118297.6226191083,-76644.70669077197,-168469.78899251623,121419.00111600339,118201.38199716106,181838.99920568988,1683859.418598819,126894.5604939037,274492.558205788,2287312.2200803375,87055.69361439161
cSAGE,475138.0997360543,0.8750027696110111,241217.8967661467,599301.3842459178,158379.63675807757,-7508.904132931178,27681.178267752293,4800.231746457764,127288.03397713191,810697.5677023672,192596.56179401762,60570.92100331149,991054.1284392813,212338.22549106364
mSAGE,475138.0997360543,0.8750027696110111,23066.094710302506,2370.315265122918,15830.79243279983,-2290.7956320554704,34545.5245116398,4518.240331065364,43879.190049241166,1226194.0445826354,213497.7397167182,63775.90669821928,1812411.3454755717,-20882.589485951656
LOCO,475138.0997360543,0.8750027696110111,7992.186208843603,12900.025296598673,12746.603397278988,9612.355562585173,44044.370522449026,13303.648239455884,19210.012477551238,150334.38830476196,39097.382014966046,48898.920479591936,21103.586289115716,-6937.328864625888
LOCO-W,475138.0997360543,0.8750027696110111,-99117.06655874445,79539.03611387874,139042.5122254658,-127862.69681355692,42129.52099214929,43642.555821312955,-33435.492585347376,-147490.38251671608,-163724.97818092623,-1434373.6306787243,-277023.2181693341,-187790.35608607752
LOCI,475138.0997360543,0.8750027696110111,1560820.7662925073,997659.3316820618,1519131.3527822942,-99214.35934039438,-48546.48350671865,-9958.616577167064,333070.52613051655,1696418.9393357728,-1284535.5651087286,-1481535.6304190066,2890857.7431911565,-863648.9074659869
