method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),389420.3111898025,0.8954703703205472,20179.26903357121,0.0,4171.331126509758,0.0,4951.377596615901,12172.383397321275,11736.872107931995,576854.1174836692,91815.10756276984,48385.4760574119,44687.77806056125,9176.496278877545
Sobol-CPI(100),389420.3111898025,0.8954703703205472,62659.62016602187,-8.06838864147073e-10,1916.7731550793592,-8.06838864147073e-10,14592.48757073016,7490.280886067741,3069.2425389853674,599952.3466086182,61549.944635265616,14141.173373593483,37275.3706570789,14228.89487268991
PFI,389420.3111898025,0.8954703703205472,132852.91021550447,-1177.62674560491,11508.817559218092,0.0,51837.1836666874,40916.03412026301,56043.156354819075,1831258.1274901968,345916.6181267792,33710.8984821699,2565799.02299053,37637.85264882684
CFI,389420.3111898025,0.8954703703205472,86593.72304181324,0.0,-1013.7451087805675,0.0,38783.84275884711,34465.47783126816,11748.16544030013,1189284.1218794244,131923.7013642853,62242.7915941173,101982.46428439725,17094.07853576925
cSAGEvf,389420.3111898025,0.8954703703205472,1051070.4688984537,1323043.6739059999,241310.5552752772,52172.33680976601,106669.99027537322,155741.79655804764,124336.98312452108,1630913.0992338941,37888.28560050484,23836.58936668653,2259974.2558998764,221888.6393470834
scSAGEj,389420.3111898025,0.8954703703205472,68086.16957820428,0.0,2110.4546419050894,0.0,12398.007736607338,5921.433139116969,4019.616747939377,630627.971920453,52840.4749426553,22628.12347157317,41354.30196971237,19105.240888599947
mSAGEvf,389420.3111898025,0.8954703703205472,249759.91744278418,-115671.30967087159,-31055.293409003876,174459.72799904877,-92620.05293579819,47821.144633805845,549.4990543215536,1625781.7818471617,205221.9479119582,258072.53934918065,2342041.3849204024,-110600.46363492636
cSAGE,389420.3111898025,0.8954703703205472,359929.031958799,651090.1443192143,132854.09601418086,8861.88495576738,28782.202282080532,9972.221460205472,107914.85071013763,923268.1743676165,99078.06250108934,39200.0089624303,984844.0811157728,72127.4606889835
mSAGE,389420.3111898025,0.8954703703205472,221975.78226588288,2803.102915551943,-27416.87530483873,-771.3154921656915,36377.46087459634,14623.647085827854,49762.54962547952,1168186.905451914,116921.94798004725,61292.69994718854,1773757.5993335808,1440.1869020262166
LOCO,389420.3111898025,0.8954703703205472,38172.405147909245,35.2269041838008,1409.4917133888812,0.0,66886.3000481801,35315.947274527105,16224.310055759037,164335.95589656068,151525.80254278134,118201.83145953342,58863.444139191415,35196.640813859296
LOCO-W,389420.3111898025,0.8954703703205472,-36343.12459951904,101417.7972042762,99460.97463438303,51154.639306826946,66718.718959574,172674.5873904501,-10008.583639843058,-39522.43510958415,-17639.56303427899,198120.92323156467,163052.21805368044,-163430.6067148898
LOCI,389420.3111898025,0.8954703703205472,1399933.9397091856,1312799.3437653314,1554400.9935868876,0.0,15728.647567646578,6738.7902548830025,154762.41985257762,1442965.213316129,-564365.221019139,-205622.79161423584,2915636.746464476,-442917.20331507875
