method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),650415.1495551338,0.8354597851873499,79479.71496251144,3.906284627446439,1747.0182042434462,877.9077029695036,-6035.358685686195,-3408.8675463743275,19223.849069980148,358899.6072786772,-812.2232818999328,58516.49808217469,4069.1529945257353,4513.014086495037
Sobol-CPI(100),650415.1495551338,0.8354597851873499,116602.17131091925,409.7034997505016,-1081.3371962305196,4450.342686714415,-14929.972721794666,-4960.347172504839,8077.63401992656,352374.30480877176,-16815.914173176316,47764.373028972695,-4447.775107389777,-10982.061439163932
PFI,650415.1495551338,0.8354597851873499,263820.0236652221,-17616.046015068656,316474.21641780424,1348.3149789634626,57849.91138029331,60762.35777448432,183365.58601650258,2400406.338388762,2586.402670055395,26795.37401477131,1908855.861430606,197939.0946347129
CFI,650415.1495551338,0.8354597851873499,171142.28903010767,545.9277753077913,-4754.990359429037,6401.015523164999,-1068.3547494621016,-5472.040927716298,32175.1388363759,841974.7021574766,-26752.821081067435,60159.88268133323,4246.474205261678,-16455.74210929568
cSAGEvf,650415.1495551338,0.8354597851873499,714341.4873577608,1344979.7568653594,-245798.22476873916,3120.145170244854,179857.1807476161,64833.15931427991,545004.9449879853,2157575.4235485713,163878.5174092506,-136596.3844454703,1388306.8271975568,589293.0752951889
scSAGEj,650415.1495551338,0.8354597851873499,118623.8986685553,322.5741730639711,-2156.2447782080853,5213.241953851655,-17106.324105105014,-4861.2963104600785,18532.55526003102,343465.91471350635,-16968.76839048625,43983.38562952308,-3681.793322008918,-13817.162891816115
mSAGEvf,650415.1495551338,0.8354597851873499,254850.00096122266,-83646.85933386069,-445418.3827778576,53612.15587957436,-146795.0468933396,-81955.71590225352,405181.187691282,1867035.948160482,-45668.48687169282,86310.27116697002,1630984.3783969092,-531500.8820092133
cSAGE,650415.1495551338,0.8354597851873499,370385.93861419626,633370.6622864011,-29857.71966642448,30545.632431411355,611.0518269419767,15804.41785307979,168862.24455724136,1080883.0202654693,154603.04516212724,48570.08153738432,591442.9396322371,335728.4316073066
mSAGE,650415.1495551338,0.8354597851873499,253850.7253813373,60011.43164716699,-18558.975329025252,10002.795925570448,2839.308695336991,52835.77888166492,189247.94451838877,1732157.4966178946,-26730.52946903651,64928.874164991554,1237856.460699897,-157807.77812165124
LOCO,650415.1495551338,0.8354597851873499,405603.6860251316,248221.10542524024,399035.8076671044,117651.54470619012,255056.80739434366,120136.20009154233,281857.8095719173,667773.8501557322,161459.6971778709,144769.20890073408,7669.7141850433545,135702.36900291278
LOCO-W,650415.1495551338,0.8354597851873499,116629.45584203921,107416.3875907671,49734.34123821148,77728.74619102909,-15091.529857191821,-250246.628866649,27224.409539119293,29925.890676670213,-155242.9173491617,41398.316534429745,164385.24754229223,120561.9786736927
LOCI,650415.1495551338,0.8354597851873499,695605.7048895126,1311109.992031898,-81409.52380052349,45887.38420906989,-2340.36253829021,58998.52556584077,302070.7248475007,1927630.3676997332,-79554.9821593333,87498.33822488505,1377971.2217395762,588857.3523686994
