method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),759031.7972578647,0.7711297115406863,35194.696114670835,8.705221688607708,1258.5614729197114,151.78010820876807,1221.4002162831603,3730.8348313211463,11333.127411908645,398976.11094614345,13272.67773726111,47354.42685938836,1576.9170806183247,1277.2511082569254
Sobol-CPI(100),759031.7972578647,0.7711297115406863,40305.54516730717,62.962112027810576,-1526.9181887789787,241.09991093207668,-468.76109545983576,561.4798422433703,26652.98631249254,268077.7035916356,13306.999796011143,32927.92216260332,-2851.2490378927882,198.47166266990826
PFI,759031.7972578647,0.7711297115406863,281650.9901584482,2544.5143647439545,439352.5783117219,-979.9436896580737,5409.787007046863,12950.328440111945,43613.23804154352,1862887.231650387,130239.6912198375,97481.61109425419,2312172.4284545933,7953.655741639784
CFI,759031.7972578647,0.7711297115406863,134830.10875292018,47.87260624486953,-460.3277952137869,25.82283786078915,4704.343687074725,-1370.6108362951782,35779.14228186745,495896.5217157718,46888.108103792765,40615.92943199433,8911.211127709015,-1042.737702705781
cSAGEvf,759031.7972578647,0.7711297115406863,685827.8553170799,1266301.3159000115,589211.7003621738,20950.16148674488,-60907.6130200536,2694.5856385952793,393860.01063583745,1500767.1077913283,263353.7903235201,-95542.52558567934,1940562.2155988817,367579.78720980044
scSAGEj,759031.7972578647,0.7711297115406863,40433.4101286435,79.28901393001433,-2668.3537664898904,103.79553360457066,-230.3078007348813,2452.239292407059,28400.251967948978,292461.56637629494,11810.681970375357,36433.30960029119,-3926.960896809469,314.6343626988819
mSAGEvf,759031.7972578647,0.7711297115406863,330503.7291957238,-10553.83434701385,-787015.6264150641,-77535.57211225852,-112106.96595896967,-87327.80336987507,-1093.1582624195144,1269203.908307965,-102225.3292976981,60065.68735325476,1825747.843291844,75619.37487054383
cSAGE,759031.7972578647,0.7711297115406863,189228.81229371383,582139.7491597926,122865.35142698982,-6273.51134463697,-989.3434032377521,-4466.229607975363,92348.31083710842,681199.8125848843,70311.22426869438,48046.20821991422,697419.3382342365,186756.38980156684
mSAGE,759031.7972578647,0.7711297115406863,262553.95125181804,13540.34651048452,-260308.8445990966,-1790.873857244426,3373.3660209681693,-7211.5453079052195,58693.85530470586,1054892.6635460479,32380.970263807703,76629.57859682855,1435477.554473096,-13933.19846243088
LOCO,759031.7972578647,0.7711297115406863,21657.027972975164,229.61612526827957,22388.97516771895,1144.0954381143674,1173.3457770606037,3076.181414175662,24919.86291481764,247847.22950683185,9406.857006481616,29953.3825771556,196077.8306426342,1743.4781836288748
LOCO-W,759031.7972578647,0.7711297115406863,-282414.48430176417,10439.530868765118,53269.577532935706,-99105.04679166431,-557788.6459761224,-120247.21110541344,85150.99532612096,-82662.45374317448,-99652.53323090088,-58503.927198070865,6101.852230464837,43015.89125879852
LOCI,759031.7972578647,0.7711297115406863,575180.65209282,655660.6513067284,433367.0074199382,-19611.256720483303,-19801.568012999836,-21324.739713680465,110549.28514858568,1287372.5746450147,-91932.47309690109,117815.81265333295,1661627.4525737274,398225.3358448646
