method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),1044888.9597224249,0.7238481493674396,100723.30852085387,96.40398121671751,-4028.083918508608,-212.8997724239016,5714.303576439852,8616.84050816868,25705.94251104002,300794.2303558176,3809.8417511669686,51307.6029561077,-9739.833555119694,60.709667520888615
Sobol-CPI(100),1044888.9597224249,0.7238481493674396,170474.5119401415,152.34581414889084,-4761.605934180564,93.71499204466414,5637.744222102355,8693.398277320908,37457.05401976155,290081.3835877971,-3992.2427728010275,81690.94966928645,-16001.347293386161,439.97485722233034
PFI,1044888.9597224249,0.7238481493674396,190563.5725808253,50.19605502986815,398514.0361062086,96.5451052035205,8604.334484397434,32554.245570893632,85221.63802688546,2126439.209290133,162939.3821444502,110376.41262021358,2095504.8927879105,3057.808730314835
CFI,1044888.9597224249,0.7238481493674396,183557.66732138186,135.05821948638186,-1501.516291018459,300.036353376694,16685.68424830702,7315.479579041712,91350.95726131834,715997.8181376618,2567.997918577399,140067.64407271054,-29863.664382055515,60.11927206395194
cSAGEvf,1044888.9597224249,0.7238481493674396,909197.2611399987,892964.1354242642,90154.98018198181,-82770.65012550354,42000.19939776976,-20462.29074790422,399328.54359402275,1400880.9536284949,-3937.3038886212744,140920.10868966766,825171.8495291318,359686.959860011
scSAGEj,1044888.9597224249,0.7238481493674396,186648.3058685339,216.35244069376495,-8132.034698679578,-75.66333423438482,6361.046589201782,5345.9189133134205,39910.82470303727,252644.9218287563,-1955.0449918380473,61310.57927076541,-21862.9440003403,51.863649381441064
mSAGEvf,1044888.9597224249,0.7238481493674396,486535.26251162216,133467.94618301652,-312263.21753513627,-63129.3988239374,47859.75456756307,-64303.93585975794,218116.28364887089,1620633.941647734,-10257.624421444256,42543.76525539067,941841.2515090504,-111339.52886451781
cSAGE,1044888.9597224249,0.7238481493674396,417326.8672545496,479310.50676978746,50174.99745001742,-10292.96142015282,3421.6087295885577,4546.508095033081,170829.77944768194,860932.4636984929,93274.0181481917,78576.3171027627,379971.2506334034,277990.3674753225
mSAGE,1044888.9597224249,0.7238481493674396,308443.89586272894,8202.683271768286,-111796.32080817608,-768.2297871028023,4887.761371114394,3193.7340086376357,88852.80006179787,1311444.2348851066,48298.312477652275,122592.57547054863,1038725.4595759084,-19644.968214742923
LOCO,1044888.9597224249,0.7238481493674396,196300.95392812346,582.2489716876298,207293.08612103108,1453.6395552871982,14343.338045165641,31382.358885732014,28493.639517448377,391554.5202435979,17204.46517047705,122449.87343172892,59775.92000448867,1409.4589667547261
LOCO-W,1044888.9597224249,0.7238481493674396,-68362.28422171011,-2075.935747358923,85995.47253240253,142324.65109905717,42940.289243746476,97900.96106166214,91317.97754696933,232258.10790371374,220472.73851044342,-722728.4650088798,-23925.631832971972,429877.51990320213
LOCI,1044888.9597224249,0.7238481493674396,717777.1080679358,609066.2645305204,185906.49600444315,-4556.914040907752,-1804.7587293437682,-1450.3068980509415,255766.51362720784,1411027.8363059568,33363.40032581892,136777.8081633509,390442.70725314924,358192.0349668483
