method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),674311.0126790939,0.8300068336155453,6467.225961404212,0.0,-562.6113621215918,17486.567062220944,6524.909169260936,2943.5209597878275,-4922.7998292644625,277769.00152575405,106624.59159385011,43626.26941233466,63108.55256574106,-5389.471340005053
Sobol-CPI(100),674311.0126790939,0.8300068336155453,7668.730897264034,-4.610507795126131e-10,-2992.6672130866937,22777.7051257343,18061.467850266607,901.8767678681393,18600.941709941944,408843.3931015463,49153.470518376955,54515.12360958945,64650.358731502965,-11450.979472354566
PFI,674311.0126790939,0.8300068336155453,-5873.630199849955,368.3019942297833,18520.491438467754,15825.873480371434,28732.895323527046,21104.762344518793,125974.46888835379,1594634.549544299,211341.19653956452,81368.38827857305,3289736.609058731,5959.442576601752
CFI,674311.0126790939,0.8300068336155453,-835.6240808821749,0.0,-1133.100677401526,24751.929137049476,10666.135841115844,-1633.0737709326204,-47138.86840892688,651522.6275753392,195223.30883984687,97724.69393636403,95121.1496560974,-12958.793085160432
cSAGEvf,674311.0126790939,0.8300068336155453,440795.61998808524,1284509.4648955818,-6187.192897315137,231685.86998516554,178855.4379175324,86396.83155606454,328469.74947598204,1757486.595145424,430076.64572175173,287139.98944683466,2021588.306725097,246819.26351744402
scSAGEj,674311.0126790939,0.8300068336155453,6535.8145056373905,0.0,-3778.366521432763,23403.28594260267,18916.435068935156,1128.9427132586716,29567.788744968013,413232.86649874237,61135.984784464585,57370.72249971691,63169.825786811176,-10916.418791033677
mSAGEvf,674311.0126790939,0.8300068336155453,105392.48254976189,194264.0865132073,66546.67921255063,141669.83520996338,-98028.50769516965,105134.0416791439,8638.285877468996,1578917.207575187,192575.90801220667,206553.08926649578,2125742.9516211096,-22315.460197856184
cSAGE,674311.0126790939,0.8300068336155453,128013.11092071935,675468.7875127954,7407.69226052719,16577.615216897168,19889.667091758798,13518.847736102018,160005.43904219428,954221.628682826,242585.89711893018,82508.13494887506,952190.0788509045,118958.62574270004
mSAGE,674311.0126790939,0.8300068336155453,2322.229407314945,665.6946637625383,25257.08387182914,17932.36560907827,14319.583191717835,11389.393758162943,99123.29332861518,1280081.9193855084,228031.3218926053,71866.39075252887,1647126.129837445,-26116.96253074779
LOCO,674311.0126790939,0.8300068336155453,12857.895403727423,1648.6582767307991,1906.6161530640675,30938.129043609835,4752.177449781098,6402.81627156795,72640.0336877919,106239.28844383953,21750.264357616776,15793.957449433976,46255.04792739102,-22652.809900137596
LOCO-W,674311.0126790939,0.8300068336155453,-311613.13436317706,9825.89884638358,-197486.89522014096,149349.59271460964,8743.895581680186,62314.64774559464,12177.000639734533,2829.0113555036937,128539.72463314424,-84284.37522178184,-89256.9758424207,80157.4256479416
LOCI,674311.0126790939,0.8300068336155453,1133782.1849818467,1193561.666313245,1315637.4078605827,48441.68633587053,20046.412584279664,32220.05534231849,440887.36941613303,1679581.2683205735,40889.72568440391,-576991.9026044868,2974037.839356808,-1095830.528713515
