method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),857592.0469850551,0.774388476242371,117523.2907732256,-9849.398807796999,-6969.978470871807,-2109.3463892375003,1340.7152305837371,6758.3256728569395,35159.55846462335,903535.8591157057,30803.638604450913,52787.92474841798,-6435.898197002243,598.410045524477
Sobol-CPI(100),857592.0469850551,0.774388476242371,129581.08649861038,-1104.4355354148497,-4068.9863375089553,1091.8421855779586,-1569.8621800585447,4817.543680098318,30079.911034497072,791840.9118207162,34190.79273725966,37599.92527179835,-2533.8344299567557,-141.7705136240635
PFI,857592.0469850551,0.774388476242371,573265.1542105156,13324809.041779919,1411138.2203601117,11926.798349656048,-4686.081758587505,16057.369456801564,102645.7380685464,2080569.89660122,18503.837665885454,157489.0526497534,7097131.313345927,-1981.257210035692
CFI,857592.0469850551,0.774388476242371,151371.41795553744,49552.06225265935,-13080.787883074256,6440.807179687428,5222.509025296662,8756.654732851195,57806.459927659256,1199448.5649682067,-782.6571767579298,56011.468409886234,15197.843567503382,915.5258505413076
cSAGEvf,857592.0469850551,0.774388476242371,721935.5937555912,1011457.8000576729,424188.76292093657,-93202.17792686075,35427.837383275386,216469.93784794258,435324.3779050177,1708113.7579428437,-138436.8633965454,280429.8517042878,1526440.3848787877,-19535.512892473023
scSAGEj,857592.0469850551,0.774388476242371,139774.11209502094,-3025.0811632026453,-5698.624750858871,3504.710770410369,323.6178993443027,5501.232796104741,26783.06339868391,761486.401257288,36422.70198827726,36228.20938084379,-3559.756606260664,-889.4185721819522
mSAGEvf,857592.0469850551,0.774388476242371,613914.8190887105,-1532714.544507666,198052.72855441365,-46753.995494110975,-90100.57327724388,104752.94713151129,199714.43609202188,1645766.2052685893,177163.4020175999,89488.30945609044,-7830505.235942247,79360.02069699345
cSAGE,857592.0469850551,0.774388476242371,353327.6047063218,523044.3944870255,126775.27562354923,-32363.681693185394,-781.1480576724398,758.1365087836093,147226.1286991857,1130878.4684385038,77988.62737784484,67799.40830178105,630229.2297717255,4349.937614903003
mSAGE,857592.0469850551,0.774388476242371,509748.47868594003,2593785.8523861375,577923.1883016145,-17933.078349922802,-4012.25998442534,6975.633816441918,117305.69086122142,1312345.0756698397,88609.07514835724,91735.03999038613,-2252179.726105511,2687.0508921860883
LOCO,857592.0469850551,0.774388476242371,131829.66196858394,948.0781492164824,-4096.185164428665,1130.2778108087368,-1784.0102775871055,4473.12736482895,29449.03964023199,802613.8751183522,34799.73254765279,39452.91966837295,-2957.0236734739738,-447.11559090577066
LOCO-W,857592.0469850551,0.774388476242371,216214.03326599687,-59558.513245954266,-29534.985179756786,-39583.62224361641,-94834.1021369403,-85049.51016597396,166465.83578885856,-45331.08489129061,-17103.429998464653,68286.69443310084,79574.57014304538,116726.12076209359
LOCI,857592.0469850551,0.774388476242371,733514.591631196,998534.9021322555,379206.0921399342,-98850.29485550849,-304.56886279350147,-11550.339849074837,291968.0962059549,1623590.2087945687,83721.86721062008,147080.9410319943,1482890.6261082422,12974.021557436325
