method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),439863.5765745269,0.8842826351931072,26112.876959213696,0.0,-1517.102824896574,0.0,35009.88953088384,15944.690528197942,6740.700369417638,522763.54259904916,108135.24675967524,91428.5570072032,51792.192481334176,-10698.338634991698
Sobol-CPI(100),439863.5765745269,0.8842826351931072,49519.599756084805,-6.339448218298431e-10,-3405.0123165645127,-6.339448218298431e-10,52228.04540491825,14124.1003633248,7665.0657828494395,494429.5900271516,86898.42411120415,53388.16842770442,41817.512078700114,-15035.332504347933
PFI,439863.5765745269,0.8842826351931072,60701.155710526866,-124.26034355803858,37518.27726177737,0.0,93588.59212609247,18004.803616459365,12250.397193445591,1533325.7224372046,593830.5413561319,140783.26809223165,2239744.539804483,-3110.1058366724756
CFI,439863.5765745269,0.8842826351931072,78294.0184685855,0.0,-7746.484895260539,0.0,91497.1051215906,12909.340247202199,21378.947851869278,886830.1186055758,152864.2359917608,186348.31322074292,48104.59190535988,15441.100959049189
cSAGEvf,439863.5765745269,0.8842826351931072,807715.3620436457,1022973.8446546836,479097.0992446617,41510.04594436707,-21195.073443053756,108065.97753619403,509768.43582170684,1762024.37037662,223368.703761308,179848.4080866403,2353902.2208673703,283908.15878492454
scSAGEj,439863.5765745269,0.8842826351931072,49928.37117089564,0.0,-4685.446295386995,0.0,48452.22311434714,10740.55922066595,6468.16512886784,506961.8765488833,89430.83085413888,58888.526802691624,39188.658500187215,-14000.389290055027
mSAGEvf,439863.5765745269,0.8842826351931072,236767.28814118213,-53009.791585948784,-125303.18772448227,-81711.21206254885,-142653.6758370609,107401.09106749902,54211.62703405926,1614190.294335314,73374.19429969136,159985.18806954473,2300113.792907647,-82004.2044857773
cSAGE,439863.5765745269,0.8842826351931072,322255.38204289123,585955.7639359795,146228.3325079846,-5464.943863470898,48443.71626711254,11290.407375921906,140199.55289229736,971381.5718062716,156372.0201221219,74310.57037152522,937660.9928004,69402.74849763533
mSAGE,439863.5765745269,0.8842826351931072,208488.61354787234,11739.322365700771,-44155.042495352565,705.1976930651512,46548.944997836195,18106.402222287034,52003.07365769028,1228488.3194062903,226231.67665523518,82652.06533131794,1645253.2144442478,-13370.416452411338
LOCO,439863.5765745269,0.8842826351931072,8805.580344149086,0.0,-7041.733875465579,0.0,80757.2239625178,19979.303329394665,17352.972431079776,169497.3558236466,80318.17496996454,54777.27945130004,24201.136275330035,-48646.66928047623
LOCO-W,439863.5765745269,0.8842826351931072,95985.05431189617,-212390.81030828276,-147033.1661765109,-94649.92906135265,-90253.06395461335,-123673.91247766234,131706.81867454667,15688.921535604979,23649.867487812116,85003.11771060656,104545.67587623378,167295.6256169712
LOCI,439863.5765745269,0.8842826351931072,1559569.5005354588,998534.8986662473,1522667.0679017194,0.0,-45628.23559960071,-11550.340844600461,309761.3336292687,1731566.5973654205,-345270.50039879093,-403860.5160955731,2789073.2413215246,-128902.92866470292
