method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),297053.1896271291,0.9173765262323026,14211.101463043451,0.0,-2773.1361554043833,935.5242218873464,15084.550594078697,2656.718491076899,73695.45882837256,289179.2859237275,93522.48107289593,56255.947751395404,53680.93243515404,-14959.481907248293
Sobol-CPI(100),297053.1896271291,0.9173765262323026,22530.804541555066,3.4578808463445984e-10,-1645.248129704476,-1634.4816004074212,20062.817906042546,4515.949684660421,31964.309143265746,234048.73516138096,60432.517795060245,25313.47857733709,44868.23499113843,-11300.46001424463
PFI,297053.1896271291,0.9173765262323026,71943.91953226266,-1092.57880493626,75695.92777262087,-3317.4426935641677,54315.921918128966,9442.038359986793,45861.03047946497,1795534.5470702227,283424.0099797633,111747.60611660156,2904064.921661392,641.3072595880949
CFI,297053.1896271291,0.9173765262323026,25948.37435829034,0.0,-4713.419357443752,-2487.7554586584447,31719.524283526287,4441.771676185424,103831.09566668875,475005.2677289889,116078.29060453652,108392.64440791355,66410.79852416372,3373.0856790812104
cSAGEvf,297053.1896271291,0.9173765262323026,888764.141875742,1274821.9111836017,448319.30534758465,-112388.14427362708,49304.6331168036,-267351.4048095206,432050.2229657718,1623927.3931532828,344897.38018406276,222703.0888889297,2191388.3012479804,707982.5639783135
scSAGEj,297053.1896271291,0.9173765262323026,22447.051071744587,0.0,-52.66551906964742,-1771.5460615046322,21734.338779729966,3987.716277938743,29999.83845390723,244711.7409365502,70679.47297370998,26110.22368751437,38571.68636903085,-11658.415926195274
mSAGEvf,297053.1896271291,0.9173765262323026,200874.5825982201,3206.1397921154276,61831.51695174445,-122728.84204374859,-277111.17210331094,-44205.54903739737,100637.19944514101,1716624.4221633642,-12805.101984747685,244533.82682212163,2418034.0446421755,3117.0004938240163
cSAGE,297053.1896271291,0.9173765262323026,258337.35896488107,599069.5258242398,162746.5999321205,4620.3873781246875,23637.091402176695,8705.888069785877,160329.87327082767,853808.9782670313,116217.29220793721,79839.96783122436,915590.4096840537,243883.56842236326
mSAGE,297053.1896271291,0.9173765262323026,106290.63901572926,-155.3980031448245,-69530.35274514847,-1150.2661907274276,13860.041429335262,4639.540350316478,75157.55551860198,1294070.7380228976,91284.91711779615,110836.77652446424,1790612.3258063484,12408.436549977234
LOCO,297053.1896271291,0.9173765262323026,18077.5557924381,475.9466359881917,14123.661972510337,28977.112890408665,41788.780799422355,12628.343621744658,32706.25173909415,119296.70311920624,85414.79221595475,41978.077183983754,100547.88388792053,-7765.163988853397
LOCO-W,297053.1896271291,0.9173765262323026,72045.19813408978,-48382.87305972275,-124562.04732547836,39334.778627398046,19673.15188144104,32196.318513360853,271.84485916103847,81329.9574589194,22894.07967455148,-53970.10379611758,-195339.69604059582,-18895.544177951448
LOCI,297053.1896271291,0.9173765262323026,1481682.7660972099,1067110.928794668,1671412.92202672,-3604.779693398159,-85240.29351383308,-9885.820106319152,282920.5954967332,1354077.1455141013,-146275.6531595504,-446750.5314462702,3003453.4080603067,93216.01176081039
