method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),362843.3537852456,0.8994309625803278,14838.24088975534,0.0,316.4752928093367,-8799.520395254047,11815.711068455857,-1151.1705125126755,2640.3315137486206,265558.66952565475,53491.13101743205,74257.9204939738,59952.55066405621,-1802.567836928647
Sobol-CPI(100),362843.3537852456,0.8994309625803278,13457.145832663651,-7.492075167079964e-10,489.3404556682107,6564.902824799514,28905.35482887368,1817.8347670031126,-5459.674169028023,265950.27150893083,15991.350666691358,45045.30990761353,70254.72428964032,-287.86271186280385
PFI,362843.3537852456,0.8994309625803278,80704.54535770282,-54.942232285102364,74187.68749849818,25550.84218781395,81933.31304989842,31451.635861300572,35584.65998933202,1948485.5733626883,395755.7745278449,151596.05029176176,2878560.2938474603,30802.545525648864
CFI,362843.3537852456,0.8994309625803278,14520.989476286224,0.0,6060.533984346839,8448.35408722848,33633.78383870819,10793.097828439262,55112.041989712685,604203.5905978133,114211.25514656241,73297.55593266239,151222.6732118855,4106.413226491946
cSAGEvf,362843.3537852456,0.8994309625803278,813518.3623390021,1362560.559285134,148830.179128265,-53629.37296759756,284677.1023623445,94999.04595915228,533608.7044731262,1748537.2682195355,179175.2506850306,160321.6336577069,2341189.0370934187,782556.897623009
scSAGEj,362843.3537852456,0.8994309625803278,14988.849822795484,0.0,715.9581764156464,7180.562014513649,28458.630892187066,1322.057600761298,575.2733178503113,333627.54395340575,14562.237408634915,43513.0644201971,86383.40244974912,-2928.625183802389
mSAGEvf,362843.3537852456,0.8994309625803278,208291.38944222173,133833.0148533769,-368221.9397202837,-10961.806082793511,207609.19079712173,-169680.841859099,400983.98311135685,1744262.806765711,88051.55054883892,84512.41230853926,2297845.444041455,160130.41948306095
cSAGE,362843.3537852456,0.8994309625803278,252537.61206843005,592621.8151410582,67660.3145467676,24780.571644129865,36770.713947292556,15521.267132408364,183144.65831450067,901454.99817115,136140.60047117164,48784.52986526062,949858.6250431861,240738.38493709374
mSAGE,362843.3537852456,0.8994309625803278,123403.7394694963,-902.2821391280117,-102364.02231801988,14269.208763886776,25716.10970107025,13249.50777711137,88793.75029053178,1280509.69456956,147485.85852104193,57860.1249753077,1779689.0489412374,25514.38099784213
LOCO,362843.3537852456,0.8994309625803278,40338.50227302854,-4709.2202319276985,21860.028885355918,47515.04758041294,94262.777669042,31885.36136834079,43348.91458011512,163873.25604213023,22475.75430276076,28351.192592211417,27197.689816994593,7133.879466806189
LOCO-W,362843.3537852456,0.8994309625803278,-121507.59199542388,31127.716873096633,-94368.16473811296,-1053.6802436604735,4928.140031051742,30435.812840731425,52441.25355470454,16622.328556400495,181315.01930451186,-85665.81725140351,-100616.20777395112,-164877.61113952333
LOCI,362843.3537852456,0.8994309625803278,1348236.719705841,1174433.854256304,1434635.1770116864,37169.44812718546,4996.046479349956,29728.609170130454,444235.43996784,1524667.9030396775,-21359.683512893505,-610029.8913564491,3131573.4167924025,89342.91844294453
