method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),383930.25688147923,0.8974201556171162,12933.173965892958,0.0,1209.1890344037674,-2693.5149543892185,17728.744025101943,-380.93015509835095,6115.299661888159,314009.6742672634,81287.67160128811,35113.30556316441,29940.694891584484,14080.607261748519
Sobol-CPI(100),383930.25688147923,0.8974201556171162,15871.663435467168,4.610507795126131e-10,-1245.522083347147,1887.17283104151,17945.63786864101,5122.920341803554,4834.880673065367,258035.26849415494,23303.74717514162,22816.445774133586,-546.1478029590418,16593.929500740174
PFI,383930.25688147923,0.8974201556171162,78025.19737490552,2148.342108783254,87527.56762589148,2858.0745189961162,43998.52705232956,9060.555723370635,74542.25849929237,2060286.2605433075,262043.28861075867,137789.33595816192,2585589.6308924397,45723.926821517874
CFI,383930.25688147923,0.8974201556171162,17133.104599618877,0.0,-2357.0069894517655,-1641.0553033812903,36667.961587414204,-6939.272430837911,164491.48610470473,550216.1122153562,64414.05257437279,120646.63189796847,2151.0963443825603,21392.771420989127
cSAGEvf,383930.25688147923,0.8974201556171162,820995.4669838841,1131998.6436295942,433314.6190290903,-20665.869494876824,171297.69455845002,-117823.17846573099,392752.5754539999,1557132.1032585246,138852.48118931474,54856.184780582786,2514060.80796259,220559.85910888016
scSAGEj,383930.25688147923,0.8974201556171162,13554.335166481673,0.0,-1900.8049151707091,679.9855001848773,18153.902781238197,4215.422449823527,13747.47765070619,258272.88728145673,15812.033702748653,26456.250017088314,-4605.837538511842,15561.920658770714
mSAGEvf,383930.25688147923,0.8974201556171162,195772.4745068876,-116544.37202386791,-7126.259766503237,62527.542439739686,115214.19631737377,53972.62260515569,-24648.35133582633,1500276.4864900974,-195414.02739272453,260065.54269943808,2224426.6235087514,124112.72618553136
cSAGE,383930.25688147923,0.8974201556171162,207083.24298195873,698010.6956288507,162378.92223311652,4325.952481788476,12334.555425514818,-1408.215961848712,157163.755794516,804104.8677517537,167600.51085347545,18509.566509605218,989600.9140217201,249561.66029276617
mSAGE,383930.25688147923,0.8974201556171162,121089.47304940404,51.380526089059735,-102444.99859240958,11202.861019750639,20745.217775700174,5300.45668750953,112775.44721491124,1261367.8127747541,118517.78462519204,40149.69225331777,1874530.3641373492,4356.6026793833
LOCO,383930.25688147923,0.8974201556171162,1224.4700175607577,5151.014861904841,11144.058955947752,4539.244829355914,34237.24229380657,17211.1303866331,6276.4795088964165,146885.93006911798,46122.77847572311,13975.612963787979,68734.75032030488,17325.339115690673
LOCO-W,383930.25688147923,0.8974201556171162,-7518.746579965809,51295.60683822258,49335.662766384216,-113306.70998638615,45320.76686124185,-28086.767169553452,-66193.19988524508,111219.6927303658,-7652.9052258633355,38740.88123918138,162773.66862607043,77892.77413601353
LOCI,383930.25688147923,0.8974201556171162,1320663.846894078,1245770.8483086186,1457812.1442469242,39588.001249947585,2372.5631822510622,18214.450523329433,384339.0985705154,907352.6770586465,-1194112.7980436645,-155852.3707161527,2932675.415309366,-314121.2434292603
