method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),793114.3357802721,0.7891839247208452,8433.76243435376,0.0,1665.4226673468947,3831.6399894557544,12793.583170748258,1699.9852438775706,14133.742902721104,365198.08808809525,42735.45913265308,64212.985909183684,45932.856723809615,7997.810050680186
Sobol-CPI(100),793114.3357802721,0.7891839247208452,21892.082431469124,-3.4578808463445984e-10,-247.89151341993232,984.6385752031865,18160.667278409226,2030.4496040072127,-3563.9765532598553,300401.1996153628,63899.12751241297,80164.93954038476,81061.59915499065,9605.001226004033
PFI,793114.3357802721,0.7891839247208452,13442.318438775488,667.1100816326216,1163.0648340135813,6100.423476870754,45250.37933673465,5940.4860428572865,45621.16990816314,2071583.838134694,389785.005310204,144026.32227482996,2581182.2432231293,10269.593671428505
CFI,793114.3357802721,0.7891839247208452,20399.815551020438,0.0,-911.6296564625809,958.0514312925516,29336.52542653063,1818.1087931971997,-49487.20832585043,619488.1432374149,188341.6801551018,127038.29746462566,106400.51535306126,9228.650228571496
cSAGEvf,793114.3357802721,0.7891839247208452,655331.5320373271,865715.0907189576,337392.87545699906,185370.2637493303,39731.75054356968,86120.6391684059,312600.20731743844,1328150.03769925,365914.79787194123,211039.49494952662,1827529.5708230226,442216.4676641631
scSAGEj,793114.3357802721,0.7891839247208452,22602.484491038835,0.0,-112.82644759106915,-77.00589940685313,18796.8051043211,1462.7238607193576,-11180.660722505068,283575.78329640965,85679.55178753205,74764.80822737957,94973.91540845903,10598.978944866103
mSAGEvf,793114.3357802721,0.7891839247208452,-212428.56071524974,-137643.5723829302,-243399.54947661795,-50409.09933079826,-68840.08897488704,-44479.27371068206,152988.813761916,1591654.4120717775,198972.88095718203,2612.3319764155895,2061154.531439007,67219.25949469255
cSAGE,793114.3357802721,0.7891839247208452,251464.90560780684,515470.69345945946,52530.25961160839,13090.516623804806,22994.657847457212,17346.959117277784,146677.53449193883,765749.1084889967,222427.82282291836,110773.7504336731,745676.3035291253,237463.7079949718
mSAGE,793114.3357802721,0.7891839247208452,22827.79657870367,2498.2959213861445,11133.315393963116,4309.222297863509,15424.725635206298,4610.316318312327,65396.05266128331,1138311.342119503,212747.6859854183,98139.55943168727,1529433.034845209,-3594.905596118277
LOCO,793114.3357802721,0.7891839247208452,12064.319995238213,1547.8774421770358,7442.00870748295,-4352.548060544417,12453.09420816321,2261.033017006819,20386.10444829939,4850.4383537415415,63068.812956462614,18347.857587755076,-40491.776223809575,6316.408229931956
LOCO-W,793114.3357802721,0.7891839247208452,73327.27502810059,97917.8484805444,-104127.9128365298,-113662.54642101047,-69948.51950824185,-13355.474782959518,10484.36135551206,160793.28066854828,79951.9132611109,-122355.40278901887,26088.13598259131,187123.8538677719
LOCI,793114.3357802721,0.7891839247208452,1467921.144227773,919764.1568415058,1162521.327124298,42248.23995883111,30229.085518866777,30409.723436318804,470037.625376733,556637.2663456029,-1336460.494120629,-656589.2443052283,2539936.3717525452,-927793.7509712647
