method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),857592.0469850231,0.7743884762423794,117481.15190580912,-9849.452738923661,-6970.873086035426,-2109.7126199578634,1340.1587109161774,6755.945523790258,35159.55846461636,658606.11696174,31929.73702619382,49216.626444327296,-6442.3281360297115,712.4735523749841
Sobol-CPI(100),857592.0469850231,0.7743884762423794,129579.69491649086,-1104.470264132591,-4068.575458027916,1089.4119517821218,-1570.0758162077914,4817.367229615638,30079.91103448474,617101.9451556152,32430.978500831407,36005.678196411835,-2532.0348464025155,17.174004603495433
PFI,857592.0469850231,0.7743884762423794,637047.2455129103,14917387.515812764,1537921.4021520573,23827.702167449985,-16316.13614165422,36195.836484330706,95931.0871673557,2052098.126842865,133761.2598523607,128340.97122022348,6890952.147233483,5220.232450450654
CFI,857592.0469850231,0.7743884762423794,184652.66731889336,11526.877073973184,20264.683666261728,6569.4874089404475,7258.249881814932,22247.570851857425,86301.90902107325,1126737.698040971,66448.16594201187,107759.52011382661,3402.954060672084,5274.316245086375
cSAGEvf,857592.0469850231,0.7743884762423794,737386.5183861507,999143.3929214757,383799.65656784456,-385359.4337075865,-67422.26314205956,-118942.1221896531,438901.0017571985,1674702.4650687068,56107.40283179376,222637.95304461662,1550731.50927216,230020.76289209633
scSAGEj,857592.0469850231,0.7743884762423794,128284.10650706838,4110.234015982365,-3359.151861434104,85.29681719769724,-2220.6019996068208,4450.28003305709,30018.70267354767,658476.6138135014,31374.838450509124,45335.8226411856,-4328.674988992279,-210.36466938233934
mSAGEvf,857592.0469850231,0.7743884762423794,486261.2993732714,-1733134.9135521012,490859.04796787683,-268862.693737207,155495.9151391778,-121191.06449236676,119420.95837842813,1563075.3023027969,93471.18953892076,183502.0198061578,-7982903.362963039,-69802.48610974336
cSAGE,857592.0469850231,0.7743884762423794,339322.64949698304,517413.57695865864,116244.99545244267,-28520.03952915055,-2079.839946452054,1760.6153924184691,146807.45769177668,1030440.8782398294,99180.76854960139,62313.952992292725,619460.2006908372,126833.44502494713
mSAGE,857592.0469850231,0.7743884762423794,508652.75577945815,2555646.1917954735,571084.5480272231,-17492.193121818615,-4761.380665240753,7441.891270567334,121426.86363429386,1300893.6789411681,90283.63403306124,88922.49538841682,-2203823.8666239236,11873.550675565346
LOCO,857592.0469850231,0.7743884762423794,131829.66196861374,948.0781492505921,-4096.185164425406,1130.2778108335333,-1784.0102774789557,4473.127364751999,29449.039640283096,628587.179036005,31429.45189741417,39584.27042842249,-2957.0236734417267,-447.11559087375645
LOCO-W,857592.0469850231,0.7743884762423794,224792.1963492445,-27523.485129153978,4770.754555278422,151751.94991221954,-38547.32070151211,36894.14125521114,97673.19654892024,27377.37430726867,24978.76222811478,75495.60404204583,45889.562042786325,-365700.851594281
LOCI,857592.0469850231,0.7743884762423794,733514.591631196,998534.9021322555,379206.0921399342,-98850.29485550849,-304.56886279350147,-11550.339849074837,291968.0962059549,1623590.2087945687,83721.86721062008,147080.9410319943,1482890.6261082422,299181.99652600195
