method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),785575.805256464,0.7973656447212607,1573.0227252646,344.1158071618411,-3200.3346161402296,-7399.2497009199,7443.271233582229,13434.913133514056,14450.188203872764,420128.1233821139,-12963.171067838673,48067.52216958918,-1710.5386256966158,-5687.171568608726
Sobol-CPI(100),785575.805256464,0.7973656447212607,66997.39475273412,277.1255117421509,-1339.2423863975691,-8783.134060560975,8466.906055736143,16633.81743294332,45354.26875715441,291127.84791601787,-30009.167860175417,12601.511001804069,1520.8179015894466,-49755.386164838026
PFI,785575.805256464,0.7973656447212607,345442.68410637137,224.9686391047435,358856.62621653196,-8789.861445832299,72990.91151256498,64153.071108005475,206546.93621188542,2753440.38822436,-32000.166872407197,102430.92483518564,2724075.2262606216,181691.2399140785
CFI,785575.805256464,0.7973656447212607,151887.71086489386,-331.4963323721895,2657.9050185392844,-11329.389245732687,43632.817575816414,17401.314921276877,36869.48722024611,697785.977078717,-20847.393935035332,45946.1544540656,5583.207867965917,-30098.397557562566
cSAGEvf,785575.805256464,0.7973656447212607,717167.772503478,1396484.2315167608,154930.0144632156,137263.35377821093,-72557.73271490773,67757.32695711497,500950.0589604173,1636254.5225058384,-52901.919012233615,-32029.662116760388,1717646.4335934827,146118.65020144405
scSAGEj,785575.805256464,0.7973656447212607,76470.71755010518,346.51541425008327,-1331.4452291892376,-9913.341705547413,8313.57984243799,18445.25079586997,45181.54814310337,302561.87818231154,-27371.85426355223,20626.673270988045,2317.191677979892,-41123.97889689624
mSAGEvf,785575.805256464,0.7973656447212607,377451.5545316539,126074.49419305194,-528459.2265038993,-2924.830840716604,16447.882397433277,36946.99137677718,303259.9219597471,1723864.5611577588,-185956.90102953743,164269.2463194416,1693149.7047146144,-360638.5068570175
cSAGE,785575.805256464,0.7973656447212607,256322.18902230408,628731.1335087268,109551.98054143642,-4627.179608415471,-1370.9984262189857,16051.87245739032,230908.0417757708,856501.2899949449,120320.03664559552,50863.09246795128,693898.565612142,194267.83906744994
mSAGE,785575.805256464,0.7973656447212607,309085.0321381151,82236.47025535023,-268958.4773474869,4600.857287055988,-13282.61657761271,34654.97417558465,261750.97821307438,1394320.8860978568,-59492.6957015801,68247.11027701928,1461307.0895934398,-125041.99217105105
LOCO,785575.805256464,0.7973656447212607,-69799.17313989776,-2756.3340427615913,57392.3084401798,-133980.15118154988,11544.592241563136,38319.06265709328,81896.67974035407,404356.23353148205,-88768.44835681876,-45317.35601880029,-97310.39652324677,-75921.81969824329
LOCO-W,785575.805256464,0.7973656447212607,134257.3217237152,-23190.023793221942,-114878.47339748469,-180049.93229058944,-489169.4254639551,-48994.62033415265,47781.090591828186,125029.56615829618,-82852.34085600747,119689.53769497892,-63458.56087966524,61718.2498173477
LOCI,785575.805256464,0.7973656447212607,700876.6067367205,1343054.9627595516,344533.3914789995,37274.856161048636,39.97045287536457,27661.93311576452,480583.6421882645,1701893.0672619278,-245658.2822522954,116323.9847216825,422483.42841098644,245900.27173730917
