method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),366045.52586870745,0.8991819640356071,14752.442779251724,0.0,-1012.9534163265489,921.0008459184028,10578.657014625845,-2343.704713945568,19490.572753401357,218440.5382591837,67867.11528469383,18292.661448639497,31615.406743877596,223.189653061243
Sobol-CPI(100),366045.52586870745,0.8991819640356071,26851.49925154418,1.1526269487815328e-10,-1444.5445759493355,1534.5041008790643,12263.507181155614,-5913.0424480164875,9354.739239607536,257980.5989712819,80371.34440617317,46171.940971397285,59688.53932295281,-3729.854795580504
PFI,366045.52586870745,0.8991819640356071,29096.24903537415,-157.78868435369805,9719.994395918387,2827.37375646265,27159.935138095287,1992.512760544254,66239.25951428572,1836610.6496959182,445835.82949795923,89298.76518299326,2280261.951942177,7070.265131292515
CFI,366045.52586870745,0.8991819640356071,30087.86565714289,0.0,-3626.320028571412,1842.0016918368055,13795.917460544268,-11322.025290476216,18393.535593877605,648481.5076034016,129239.24483673467,116471.0238108844,81912.28347006807,751.810970748309
cSAGEvf,366045.52586870745,0.8991819640356071,689626.777327545,932082.5366659351,347858.2321792692,62086.7760314392,-22446.09755888628,23873.637377697974,358287.0375085501,1727183.6910283118,354383.57964004856,190966.50979451928,1884796.056151623,364830.7778916531
scSAGEj,366045.52586870745,0.8991819640356071,26142.17576319864,0.0,-875.8316249789204,1527.5492086762097,13596.375866031565,-4310.738912263652,8411.131376263918,267228.9861269556,83548.07797923597,45769.76058903331,59977.58414582455,-4052.0031552176224
mSAGEvf,366045.52586870745,0.8991819640356071,-817.81447467627,-3725.2742097987793,91269.10113373725,53972.60286717536,19588.910307854414,-12381.069174197968,-62380.69797177519,1487666.3127311189,153434.23116759257,194754.13605203992,1992749.6747132202,-73127.77031994658
cSAGE,366045.52586870745,0.8991819640356071,271269.50738865964,590376.5990540815,114329.53654503427,7658.4440085265705,17792.02956636701,5650.496875572086,127552.11636156558,852591.6413851525,193722.94661174505,77466.22158732562,889056.8969843566,228064.6438040244
mSAGE,366045.52586870745,0.8991819640356071,40310.759561045605,1012.9407911092046,16597.8379643759,2583.596848580341,14789.563796174665,4486.549817144004,54657.09432725562,1311957.972460457,162077.08368908535,71813.95935925082,1711351.8706736192,-18679.261167016164
LOCO,366045.52586870745,0.8991819640356071,-3880.2475489795324,3715.7042367347167,2621.823635374196,1421.2823319728486,6929.55740680272,-5272.780159183603,4883.8740918367985,74109.16508843546,85020.64842108847,43828.93781496596,-15370.594435374136,926.4917673469172
LOCO-W,366045.52586870745,0.8991819640356071,30533.022098631624,98773.32993134497,-108006.77856355059,164644.22853316943,52942.49030680018,-35621.10603768986,-172872.99931833651,-28615.99624518407,-10185.91234437376,-192309.57080940699,119828.69185928704,-48361.35733723596
LOCI,366045.52586870745,0.8991819640356071,1380369.1205517333,990702.7375842081,1453965.683909846,11278.21473958902,29412.518859759904,31930.69431127701,240842.91571010742,681138.7993662315,-672156.6457233741,-1070467.5075747236,2877196.206551065,-969985.0061577796
