method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),533562.2551959184,0.8342610417743872,4712.502295238082,0.0,-1065.6956010204158,5537.27208367351,9377.709161904699,2387.8341081633116,12267.037850000022,202007.92770238087,68018.59889863944,32916.56188911566,84028.25084455777,-4936.101006462588
Sobol-CPI(100),533562.2551959184,0.8342610417743872,4265.23149135594,5.763134743907664e-10,-1966.0020282216565,10835.174064204042,11540.980363391354,3008.729097393277,22454.426962125006,48335.23656165096,47951.16734132505,35974.83714071891,68783.63541869566,-20738.935108634752
PFI,533562.2551959184,0.8342610417743872,15863.689846258494,281.699829931953,11989.484584353748,9858.727439455804,11505.741385034053,12869.03276870749,28606.873687074753,1376573.7402551016,312300.11471836746,156036.30001292517,2362760.764761224,-10276.121340135986
CFI,533562.2551959184,0.8342610417743872,6850.538344217697,0.0,-1041.202968707541,10228.888406802784,31319.4403986393,4661.699858503416,28983.106984353737,576527.0820870748,58639.50183469383,69655.91839387745,141526.3689061224,-20082.861768027185
cSAGEvf,533562.2551959184,0.8342610417743872,500998.49913607305,1058860.1854681382,315304.30597829306,61629.57175615104,-50338.406299767084,-111543.63994695107,270633.08248517243,1225079.5212941621,181973.26457084855,207671.690421578,1792770.734789162,328946.8096013218
scSAGEj,533562.2551959184,0.8342610417743872,5683.450593072688,0.0,-1463.915379745653,8930.011813494842,13619.16581997287,1727.0955247654347,26990.314418291673,20585.111193411984,81509.1288002897,36833.18701455544,69302.89030740608,-21512.738605972496
mSAGEvf,533562.2551959184,0.8342610417743872,75763.58100469783,181552.86607133783,120274.98360942304,-163284.97002610564,-23117.87271963572,-82207.54591200454,67146.36823533103,1223559.6557304743,225179.93044362916,-4862.4645034815185,2021930.327246925,118510.54421243399
cSAGE,533562.2551959184,0.8342610417743872,182744.09486655128,533040.9265958831,109909.4080892525,11706.82589475303,12965.264536461642,1057.402723332656,139530.4080307177,500605.49508328934,151585.7209742585,86522.23250883137,870230.0105953661,156988.70165006173
mSAGE,533562.2551959184,0.8342610417743872,22383.740643150362,1218.9212257145077,8627.969217200642,8314.8069648144,19351.363877608193,1218.961609439757,41533.36932699842,892182.4995010803,153172.262978197,100431.94218887381,1533178.3735627013,-25185.391285658094
LOCO,533562.2551959184,0.8342610417743872,-5973.844877551077,-11050.748840816203,-1652.8654095238307,7101.836995238089,9471.462060544174,-5486.5823530611815,-711.5259462585673,5995.3592102041,24377.933513605385,37507.984103401424,10291.373806122341,-40376.60917006811
LOCO-W,533562.2551959184,0.8342610417743872,128119.2136636907,-46518.07821414348,-43706.353320830094,51763.01789590393,-88397.0949518653,109186.64953789471,30234.669004926935,120657.480354145,119888.05204029015,45907.14827564573,90165.15685507872,-13243.384849427192
LOCI,533562.2551959184,0.8342610417743872,631872.8146657776,923552.1917465674,806961.8668180373,20371.535221164115,-31097.680371719878,-37544.47570626577,373212.3738549757,662572.2076819632,-1827385.1826809607,-669583.4967284785,2367059.0754390587,-1403941.4633636624
