method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),609310.2523156801,0.8333467562977862,37142.90283216059,76.66743358416716,-1980.1325255832635,-979.4948235445772,2601.1450147990836,3046.6255079213297,7267.712680749886,316173.2667657185,20242.464824134833,45314.81613198435,-2226.5532964566955,165.61339577799663
Sobol-CPI(100),609310.2523156801,0.8333467562977862,54476.78121522156,74.76882562617597,-1981.882570385541,-835.6031095749689,2941.181699118789,4095.144947404088,19868.593418400385,232740.07333396096,22278.078655710808,-9008.872376376243,-2872.787270470324,286.86488046769585
PFI,609310.2523156801,0.8333467562977862,182817.6458468259,1975.6009336833376,363420.90878071834,997.3170203941409,-4272.256894211634,9892.542024808703,49247.78083690128,2112625.2637387183,172372.96068751672,66466.1864859251,2209207.5722907465,-1896.0395969114034
CFI,609310.2523156801,0.8333467562977862,47837.550925568445,215.5926362836035,-3244.4457055226667,-2045.2588751477888,7970.318981363555,6488.629158935742,37182.38179987972,687000.8803630489,44646.326596856,101856.70351439598,3106.273845868185,904.6293736017542
cSAGEvf,609310.2523156801,0.8333467562977862,802168.6478609531,1428531.2080652388,775926.9754334749,-24022.94886475196,199421.76149276504,123006.7906371071,234431.88328366357,2022771.3891485503,158652.04111478943,143350.0141037088,2209769.799091708,706484.2501707394
scSAGEj,609310.2523156801,0.8333467562977862,62407.15318116267,106.78146347752772,-3490.991326375981,-991.3738208101131,2828.341071403818,4391.4748255282175,20913.705067183473,256660.76274436075,20310.289921459975,4693.2590873729205,-4090.208532800898,275.92208993190434
mSAGEvf,609310.2523156801,0.8333467562977862,355664.71643358003,-97986.1892618197,-1134699.393600068,-23814.93359960988,-90860.73197492445,-50719.464712735265,188610.6778940605,1741022.1714639273,-340193.0533983484,285083.794360904,2042481.1182479786,211540.89234930277
cSAGE,609310.2523156801,0.8333467562977862,273687.9070344189,690475.0674855325,162638.78197680865,-5126.176549711138,-525.8230983380278,6676.606796850004,138652.78695905462,812532.853893056,80899.17030449795,70853.4700451058,832410.7283654872,283027.72413744184
mSAGE,609310.2523156801,0.8333467562977862,330217.7778570307,20286.32830837781,-356662.05965157907,-1849.5986667071027,-5614.555928455498,5855.777976181635,69499.89832415021,1346950.9300578737,5375.176033397462,139786.58396428704,1783511.4559021122,7542.415970020805
LOCO,609310.2523156801,0.8333467562977862,49635.40258245787,117.88464646460488,25018.87784687383,-1072.9527657374274,588.2656529917149,3402.2056800468126,22425.362993613002,312321.69876385794,8995.425734019373,13138.141890852829,176754.9036047185,581.818072315189
LOCO-W,609310.2523156801,0.8333467562977862,14784.112289376608,-84929.57348167048,-34704.797313888,80799.31413032912,-80402.91274941237,-29198.132010951053,-276197.4217409926,55816.952722933784,231794.3056933023,-61380.4747508855,-56400.665623849316,111462.01772994961
LOCI,609310.2523156801,0.8333467562977862,790705.2857723827,654490.6457723826,584676.4284346825,-64858.86531605199,-102612.67898952262,-62955.872118773405,191011.93933464866,1775861.3968163938,-221466.77005466167,278023.30629010126,2080126.944963501,646955.6750925137
