method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),725550.3295386949,0.8032945655122976,82112.86367321602,164.1519169420353,-5988.685908561922,16.411532909667585,3111.071660154208,7025.503440337372,-3875.505198786501,391388.90929460985,18214.373147933744,53333.39038929797,-9783.165844673233,-1487.79480019107
Sobol-CPI(100),725550.3295386949,0.8032945655122976,129630.20524522105,132.54559701066557,-2962.9788352895785,431.4839197844866,4722.095288773238,8977.637099365284,26980.018600898376,447503.65265745495,-4034.7852165066165,44852.92735623362,-7491.965333156929,-2241.0758774061364
PFI,725550.3295386949,0.8032945655122976,136676.1509542918,2462.434410955175,344847.8101948759,302.3611829598667,8916.46402154921,13875.788063679123,61823.491134578006,2359634.8368864,201966.5769118769,63928.46714803274,2664723.04334003,1470.2571413064143
CFI,725550.3295386949,0.8032945655122976,190910.73520575243,191.4040327972034,-1653.4867714644643,549.5870211726287,7475.3602277619075,5692.853557382827,22007.094122960814,664536.4639020447,45711.23746343551,167905.4222441673,-5461.539339437499,-4698.948865111452
cSAGEvf,725550.3295386949,0.8032945655122976,950046.3027251108,1277358.0739710117,-19217.076156870462,183.71434323396534,-16173.757159032859,-127120.78640043829,444650.10142998304,1556078.0974024762,-174706.24290328147,-205265.91645704815,1442226.1208368465,349926.95321035525
scSAGEj,725550.3295386949,0.8032945655122976,146195.00826848717,134.04899593093432,-2031.5891849894542,147.42439082905184,5027.908098284155,9610.526144641568,26957.604380844277,409762.65193038003,-7109.933526935871,46663.3575855213,-8385.298832885921,-2826.0830869385973
mSAGEvf,725550.3295386949,0.8032945655122976,455217.9377950039,-122529.17040549964,-392003.55111319106,-89862.70430413401,77069.76430413779,163144.28976561083,206056.45246958267,1335345.3643486025,-95459.52631703857,-55377.04505085666,1392121.9964849413,72226.60748452926
cSAGE,725550.3295386949,0.8032945655122976,340232.7766928795,627179.1857460422,60767.970719848105,5893.375712726842,2112.4575605077894,16102.152726776956,166275.34423905244,943670.906349661,67294.96160157639,-54363.70065854228,622579.4119647575,225674.6683982364
mSAGE,725550.3295386949,0.8032945655122976,321549.27314931055,16291.435540727241,-137029.44922953632,2567.7223761385953,-2179.5990083482043,18149.134293766263,87779.797318748,1306095.3073096974,54398.6893392375,4421.715789148724,1332512.2642175462,18223.704393645632
LOCO,725550.3295386949,0.8032945655122976,153200.21647273644,452.4840059414273,146583.96763835393,1692.7535906275734,6083.768352142768,14620.158332113642,29142.329332757858,483025.4091451176,14332.86781175516,42072.02523103985,203460.0079989246,-1479.7080867595505
LOCO-W,725550.3295386949,0.8032945655122976,-6699.5890323461235,410636.32316024223,235675.84068790005,34314.55702679068,-430282.8089699605,-55641.44992178391,173133.84569365796,35407.38608475898,67713.78840311526,260592.55756269916,-73343.74155018265,-65229.06880703247
LOCI,725550.3295386949,0.8032945655122976,628502.2885585353,785329.7971299635,190346.2047190792,-2678.483686362393,-5888.37353519164,6749.808014318347,265234.9890127308,1641289.6980626544,7737.523046757095,-240651.91073891567,1297576.950294464,404084.98917061323
