method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),778705.5306122449,0.7951415921619628,12574.137566137593,0.0,-138.32804232800845,0.0,-1197.6851851851097,-1881.4074074073578,16489.623960695404,33651.2471655329,94061.9372637943,40779.17611489043,176136.14965986396,-506.77437641716097
Sobol-CPI(100),778705.5306122449,0.7951415921619628,23702.63953241577,0.0,-320.0425943886483,0.0,-6780.49601857472,-797.5398774163125,17588.78044707915,32860.50576397833,-47522.44087619635,-30825.337205046217,73541.55070272293,-1699.036708276138
PFI,778705.5306122449,0.7951415921619628,20895.830687830807,0.0,-4034.27513227507,0.0,9354.858654572978,0.0,24528.693121693213,91837.70823885116,445588.8934240361,-54165.09070294781,4653919.1579743,3129.9115646260325
CFI,778705.5306122449,0.7951415921619628,25148.275132275186,0.0,0.0,0.0,-10780.07785336359,-276.6560846560169,25572.495842781616,157296.39153439156,112051.48677248694,4763.142857142957,230846.49055177628,0.0
cSAGEvf,778705.5306122449,0.7951415921619628,762669.3239894174,1047290.3705841267,480706.19071111135,-100637.9035933488,37478.79424429312,-32679.607906273566,182331.455021617,697590.905285866,93499.5368365827,222945.45881058043,3033800.1754170824,-65354.820314133074
scSAGEj,778705.5306122449,0.7951415921619628,25148.275132275186,0.0,-322.6085454269778,0.0,-4644.085983068682,-1024.6030089190463,15351.877617535996,42565.573255631025,-40765.32694452,-23251.230077702086,58327.894672411145,-1859.8261315193959
mSAGEvf,778705.5306122449,0.7951415921619628,106650.78187754983,-51187.25976386992,11500.166868631262,-175782.93785215542,-90016.56503552571,-15243.471774149686,-95240.78965623584,413601.7635999988,242558.32132396102,284696.3426708984,2772133.1925088437,58482.82092547184
cSAGE,778705.5306122449,0.7951415921619628,225468.36891392805,694789.7811174474,290331.8004226344,475.45723210181103,-1136.515892856982,570.9327598609971,74585.15699051041,195693.63038681433,114273.41114476166,15239.648569572155,1450994.5337570987,39800.77078312771
mSAGE,778705.5306122449,0.7951415921619628,3510.2731223063047,124.10005546660958,-969.6747882118449,21.08066553843822,2462.731599814053,-118.98697218013716,5742.316322479597,226140.82229500217,152531.51883875843,24353.508978750007,2682717.0095257685,1968.2657323447067
LOCO,778705.5306122449,0.7951415921619628,20895.830687830807,0.0,-5060.662887377199,0.0,4481.86848072568,-276.6560846560169,32979.24792139081,83630.63643235073,153211.3287981858,15741.48752834485,997362.8004535149,-4000.1844293271424
LOCO-W,778705.5306122449,0.7951415921619628,186940.69741725622,146147.7435340246,-165191.11413996888,156399.5886478314,64117.866368357616,-1088.1334905608587,-7766.798467295946,154722.22763983227,183575.87496003657,1585.8293144137099,-196748.25751736813,-116647.38303551379
LOCI,778705.5306122449,0.7951415921619628,149760.37429138366,401193.99107142864,671353.4710411946,-327619.40575396875,-555324.0535241868,-821767.593206727,136766.02281746082,1708610.6494236584,-817317.4919217685,-1240490.8244992448,2834070.230678383,-865698.9250283437
