method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),343907.5534863314,0.8992184279184923,8949.401904075086,0.0,1757.2037968037184,38.54413462302182,34699.310225593625,5073.424186609511,70910.13975816785,407853.2888550621,90020.67706223595,56855.69515389856,25987.309502000688,4139.216724444792
Sobol-CPI(100),343907.5534863314,0.8992184279184923,18980.528347875108,-4.610507795126131e-10,44.77465164768141,3519.8176838348086,27812.343523114414,4029.430277489868,22974.99189733212,481268.2182062502,73705.06838707405,83697.13716978209,48815.09664082678,-3710.6771939703826
PFI,343907.5534863314,0.8992184279184923,57413.46964220848,1446.7577916829614,81093.5446881692,4210.472557027009,21505.145787997695,11976.317976814113,45515.60552617436,1869119.58604764,490248.6589749339,144900.93903632427,3234833.8809799138,61853.466544267954
CFI,343907.5534863314,0.8992184279184923,12978.12977094663,0.0,-521.7595167411491,3357.5874593358603,39839.35335990455,6408.82042125758,24535.006203212368,1041082.7837712112,178161.431612998,160994.87767150486,51144.244505952694,-2913.783449151204
cSAGEvf,343907.5534863314,0.8992184279184923,641231.1869366812,1186648.5751890899,177120.23171884054,88459.1741891331,-15478.00661885459,26627.15879478678,159042.86086354824,1186948.3503010282,48393.76198189799,126017.68279191664,2098645.1884797346,187767.81256454857
scSAGEj,343907.5534863314,0.8992184279184923,17390.602901169972,0.0,-135.97589829517528,3159.4976053487044,28800.663409179426,3334.970020276087,44862.07055199862,482559.7316487776,74910.13872086903,88831.01390272827,50499.205703116895,-7622.060864222178
mSAGEvf,343907.5534863314,0.8992184279184923,435608.179661063,-13652.476131016854,-423376.6198674585,72046.27691443451,-160759.81836018665,10499.412145094015,188923.13519237284,1182926.3380158134,-34771.80920804897,-59167.718670303926,2089166.6041959382,88861.29993235692
cSAGE,343907.5534863314,0.8992184279184923,202275.65526698375,665621.2079659121,86697.86200538528,2717.0072583906217,6863.336558387877,6900.850478318252,161759.635962239,766963.7392267624,127463.8274235884,57995.09737288257,920309.7261793246,142406.94490600817
mSAGE,343907.5534863314,0.8992184279184923,94819.39763907166,-225.09211205001944,-105249.33732157515,1867.1486879006934,12303.51699047264,12937.825054702627,75875.98495885279,1118783.4935607188,167325.36214658077,59137.79792993285,1713830.5581101004,-5643.322823896299
LOCO,343907.5534863314,0.8992184279184923,23376.77375735354,-521.4607187239453,10771.696948995232,10887.339932693867,14896.065126949514,-8410.595318537496,69532.3928838392,111288.20928581106,102715.91596448945,47713.55280270259,94598.69788961922,-12153.569284588331
LOCO-W,343907.5534863314,0.8992184279184923,-13549.520492257165,-63767.73514980104,-139283.37759491112,304041.37411707983,135913.69726909397,52247.773217195485,-21522.863053513523,-64057.48038497455,337544.84484260547,-56652.98139490235,-43377.62749861525,84506.29939037742
LOCI,343907.5534863314,0.8992184279184923,791398.1193245933,1256018.291389484,942498.8948095893,41986.70216126414,-30289.414043717086,30074.20333553711,251740.06804671604,434540.47303172573,-832058.0633846954,-441471.6332112863,2756150.1362136975,-238481.40370479086
