method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),435568.53125,0.8854125738143921,21320.979192433006,10.358507049706532,-590.3881606335344,-4002.1445749118575,27074.32840988142,2656.092951559258,93900.66492696287,624834.9941934427,99989.86527778732,94396.63669890811,69222.92003262142,12855.071026010177
Sobol-CPI(100),435568.53125,0.8854125738143921,46929.4574084936,27.032699889219874,-704.5278527061594,-7928.846090230895,21448.354913674968,4080.0260823571566,131548.43897515975,613976.4904839869,54860.30086650004,73501.79339291742,56975.11873264921,14382.313538002516
PFI,435568.53125,0.8854125738143921,65674.46875,86.4375,37756.40625,23483.5625,80115.71875,7587.4375,35940.96875,1643752.34375,413892.78125,120950.84375,2433443.71875,25782.53125
CFI,435568.53125,0.8854125738143921,65743.6875,50.09375,1024.0,-8004.28125,56720.875,7274.5,147580.71875,1145097.96875,234268.28125,100752.53125,66832.21875,23423.3125
cSAGEvf,435568.53125,0.8854125738143921,785859.25,1013546.25,330796.0,-255805.75,-190936.25,44472.75,238830.25,1754794.5,4190.25,227989.75,2164087.625,-222022.25
scSAGEj,435568.53125,0.8854125738143921,48568.40625,26.84375,-889.40625,-8004.34375,20680.40625,4773.5625,114449.34375,576111.65625,77354.34375,75254.4375,54390.875,18815.40625
mSAGEvf,435568.53125,0.8854125738143921,420181.0,65287.75,-81306.25,-69475.75,209659.25,-141426.0,191312.5,1687446.25,280868.25,-52248.75,2175143.375,-43023.75
cSAGE,435568.53125,0.8854125738143921,353263.21251884766,610883.7874668738,145364.44417521474,-31930.2206904528,17993.86757373435,-5090.5271506328245,220689.13120973454,979772.2565095838,117485.19653974002,66990.91829679933,979291.0850529448,10555.137498001006
mSAGE,435568.53125,0.8854125738143921,183808.91993883075,-266.4760506145481,-34838.5662766723,-18582.226754546286,36454.24037484008,3757.6071446929545,76706.61785502147,1204520.939253404,209444.14364491,84954.119846877,1697244.921135372,18181.16589086631
LOCO,435568.53125,0.8854125738143921,28844.40625,33.84375,6797.84375,-1796.9375,20143.96875,8132.21875,15548.8125,105106.65625,46583.03125,94312.96875,29664.65625,1780.6875
LOCO-W,435568.53125,0.8854125738143921,88135.85028565265,252912.0352727375,-712.9106280952434,-34950.73508658815,-226050.9144334903,-163029.75065851925,23474.869144847336,246919.41756240197,-62671.46036432661,79629.77462374681,63025.991765957406,105258.14562754863
LOCI,435568.53125,0.8854125738143921,1559568.9961734693,998534.9961734693,1522666.9961734693,-98850.50382653065,-45627.75382653065,-11550.00382653065,335210.99617346935,1873133.2461734693,-525880.2538265307,-380654.75382653065,2970428.7461734693,-602253.7538265307
