method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),702070.2956113403,0.815748660816526,40355.922422310745,242.49716007261304,-1304.595080568979,-5513.577460280794,-2684.8617103885044,-6986.988366750709,19086.379547059943,483714.5564766382,-3286.4394105569227,13120.116983702406,-1808.015294839046,16086.505428630626
Sobol-CPI(100),702070.2956113403,0.815748660816526,92713.45474984506,848.8747944426032,-6442.261874032585,690.7846341855907,-31867.071946143024,-25664.006367938175,18290.70336558916,359330.08750430745,-13344.79039434014,25571.626400867925,-9136.178193084832,521.0355289038363
PFI,702070.2956113403,0.815748660816526,192014.27552296198,-962.4067151403287,236891.27773263628,-13359.454240543768,69187.64831552864,89207.03435428906,310045.5827202955,3647797.073218435,5186.8613903215155,25342.44137322344,2366921.929449763,248046.0622373619
CFI,702070.2956113403,0.815748660816526,117476.80759486556,1130.6470693920273,-4012.499705195194,7324.877898257574,-29081.0940527271,2423.815482768812,36798.978829954285,680051.2358368379,-3564.6999086834257,55825.40017775656,-1366.4294214969268,29720.267980411067
cSAGEvf,702070.2956113403,0.815748660816526,1114980.9981317408,1211196.7393360576,544848.7403848027,-43798.419158260804,83125.38603951503,-55975.10659539141,139313.68802816933,1871925.5649772014,-2554.907607833389,-155479.85609550308,1790449.765616498,436713.91147080483
scSAGEj,702070.2956113403,0.815748660816526,91296.7457802461,770.761607381166,-5920.446173019358,2627.132630252978,-34334.74217693671,-28739.01135913306,17454.71029901982,364865.7979263428,-12240.022461408633,21839.88212759979,-6910.629683599342,8331.051782397088
mSAGEvf,702070.2956113403,0.815748660816526,647236.2227336862,228590.3410889753,-633058.7775453907,22933.09706440987,-64196.66216853075,5528.13017169619,334105.5458189226,1870639.3200380527,10097.66667254921,-15744.74497534195,1867640.5648445669,-195618.14340400137
cSAGE,702070.2956113403,0.815748660816526,357216.11626882275,602869.2819061715,134421.33581736527,-49037.58495441907,-15444.587797457156,-1122.0954479975685,123814.82276373732,974657.801145682,112535.51604911916,-7953.510783429774,692865.261292026,257629.12708347928
mSAGE,702070.2956113403,0.815748660816526,336214.97671500145,70469.72976864995,-271215.76015343843,-7027.667896331901,-26163.961398423395,16795.53708610734,161607.03660480387,1635242.1009155032,-27351.712527997537,14057.690460643425,1417995.5586065468,-137644.2391712771
LOCO,702070.2956113403,0.815748660816526,164156.08391208237,70497.75924395269,96649.01983757026,66133.69508738769,63219.2013562792,3644.5265905166743,100987.31238895596,538911.1381736442,65545.67961881426,9272.60845712584,34874.512357095955,55627.625428470084
LOCO-W,702070.2956113403,0.815748660816526,-190369.6862197283,-105150.81946041323,-85259.15264789232,-86432.33543976459,-79516.0337341146,-21120.39006612461,-30035.94003618749,73633.39228094424,189992.91517184876,-26474.967685096217,65860.5463159196,-112168.32578015077
LOCI,702070.2956113403,0.815748660816526,947239.9108039895,1213778.7778645325,495297.1358879199,-167119.11259993864,-842.371048677247,15628.811946448404,219641.42712031398,1778384.4759030691,16373.693379396573,-72291.32442935044,684758.7836495931,452878.5694133141
