method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11
Sobol-CPI(1),356762.97089183674,0.9007864913292496,5117.5154625850555,0.0,190.72236666665412,3041.394894217723,3014.7181527210632,-582.5650707483001,12301.53673639457,298834.5265306124,123366.3944931973,38039.69394387753,61315.68660782318,6235.350512585021
Sobol-CPI(100),356762.97089183674,0.9007864913292496,10250.104033363474,4.034194320735365e-10,285.5740498243093,656.5807144675118,798.0159269732834,2863.7420822554477,7682.927525732931,321215.0769553978,115859.73745539789,73833.60730251406,64116.601400234504,-794.4552401809764
PFI,356762.97089183674,0.9007864913292496,6559.708072789072,-608.0017149659689,15521.552893877551,7603.980771428557,10675.361723809503,703.298719047627,15445.676880272162,1809035.9379986397,254133.35165374147,110847.26383945579,3117165.4265687075,8362.73803605442
CFI,356762.97089183674,0.9007864913292496,12838.641189115588,0.0,-497.19775646255584,0.0,21626.650352381053,846.276676190435,35475.55413333338,765005.9742693878,192392.64597074845,78112.34653469385,101966.53119251702,2191.2080469387583
cSAGEvf,356762.97089183674,0.9007864913292496,757570.9826569902,1583093.187227311,125928.02337327787,-175871.9037720277,-139148.1058310843,49965.84794160817,-17815.692085249815,1572992.5422919653,274611.78156869067,99962.8567792275,2232841.137126781,255710.16853266163
scSAGEj,356762.97089183674,0.9007864913292496,10882.03460330196,0.0,55.500565753958654,-221.5885129517992,1653.4583834795048,1805.3717808686197,11163.275902047637,312543.4655369616,127795.93679138098,70900.44056396623,72251.66393438418,-144.2597540038405
mSAGEvf,356762.97089183674,0.9007864913292496,88286.07157574082,-224120.9559635138,-66234.76615882898,-153822.06288173422,108372.59560102364,131503.006634993,128008.58105323697,1420828.2953335345,45995.62425209908,171625.40990216564,2186112.0727377664,-191232.61609454174
cSAGE,356762.97089183674,0.9007864913292496,262317.1458363232,696962.3913091625,100159.84837420967,3189.7912586411826,13024.121131262431,9191.320524188332,29275.66106345026,801783.8831664729,152438.00231635914,61162.96138020684,973102.9574882467,210718.33392722133
mSAGE,356762.97089183674,0.9007864913292496,28966.082417831003,1822.9055610046855,16108.043358056471,2197.0158102165988,16025.22352639525,5382.081930210912,25187.105811225112,1217588.8657710643,106576.15239227474,69429.62192981695,1837961.5721244512,-14156.82350754659
LOCO,356762.97089183674,0.9007864913292496,2851.1486129251425,-1264.9906224490842,14476.824293877638,11016.03203537414,14866.616200680262,3854.2713163265726,-15627.269750340143,44048.57626938779,110910.64797346934,40949.299196598586,21543.661398639495,-5191.984363265277
LOCO-W,356762.97089183674,0.9007864913292496,-28947.222400655355,31812.694357288558,23986.249610296807,-175407.55072425766,24153.450610464748,-13536.698224892796,38836.03654246577,-127099.72703477429,87493.16990678801,597933.0808145986,100990.02218528072,-97555.3174070973
LOCI,356762.97089183674,0.9007864913292496,1401530.2114821258,1385004.0019444884,1280323.9752652482,3391.237694708165,12190.538206247147,31725.140358929057,91762.37011237768,1044491.7050024881,-900312.8277019598,-1360588.037653082,2801276.9610440475,-1959004.6950028911
